                                     | Core 0     | Core 1    
  Instructions                       |   24851789 |    5991315
  Cycles                             |   20460800 |   20460800
  IPC                                |       1.21 |       0.29
  Time (ns)                          |    5115200 |    5115200
  Idle time (ns)                     |       1595 |    3411914
  Idle time (%)                      |       0.0% |      66.7%
Branch predictor stats               |            |           
  num correct                        |    3128175 |    1367968
  num incorrect                      |     199075 |      66608
  misprediction rate                 |      5.98% |      4.64%
  mpki                               |       8.01 |      11.12
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    3658777 |     534563
    num misses                       |        176 |         26
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    6205466 |    1854912
    num misses                       |       5155 |       3880
    miss rate                        |      0.08% |      0.21%
    mpki                             |       0.21 |       0.65
  L2 TLB                             |            |           
    num accesses                     |       5331 |       3906
    num misses                       |        697 |        256
    miss rate                        |     13.07% |      6.55%
    mpki                             |       0.03 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    3658777 |     534563
    num cache misses                 |       2915 |        200
    miss rate                        |      0.08% |      0.04%
    mpki                             |       0.12 |       0.03
  Cache L1-D                         |            |           
    num cache accesses               |    6205466 |    1854912
    num cache misses                 |     100300 |      74862
    miss rate                        |      1.62% |      4.04%
    mpki                             |       4.04 |      12.50
  Cache L2                           |            |           
    num cache accesses               |     105365 |      75063
    num cache misses                 |      73108 |      56394
    miss rate                        |     69.39% |     75.13%
    mpki                             |       2.94 |       9.41
  Cache L3                           |            |           
    num cache accesses               |      75377 |      56445
    num cache misses                 |      22579 |       4039
    miss rate                        |     29.95% |      7.16%
    mpki                             |       0.91 |       0.67
DRAM summary                         |            |           
  num dram accesses                  |      26598 |          0
  average dram access latency (ns)   |      61.87 |        inf
  average dram queueing delay        |       0.62 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11898 |       1797
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
