                                     | Core 0     | Core 1    
  Instructions                       |  283918967 |  286880457
  Cycles                             |  348373200 |  348373200
  IPC                                |       0.81 |       0.82
  Time (ns)                          |   87093300 |   87093300
  Idle time (ns)                     |       1033 |     545870
  Idle time (%)                      |       0.0% |       0.6%
Branch predictor stats               |            |           
  num correct                        |   21676634 |   22714433
  num incorrect                      |      10335 |       6916
  misprediction rate                 |      0.05% |      0.03%
  mpki                               |       0.04 |       0.02
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   41239235 |   41284641
    num misses                       |        118 |         24
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  105262127 |  105733503
    num misses                       |    5155578 |    5130259
    miss rate                        |      4.90% |      4.85%
    mpki                             |      18.16 |      17.88
  L2 TLB                             |            |           
    num accesses                     |    5155696 |    5130283
    num misses                       |    2099468 |    2091029
    miss rate                        |     40.72% |     40.76%
    mpki                             |       7.39 |       7.29
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   41239235 |   41284641
    num cache misses                 |       5900 |       2204
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.02 |       0.01
  Cache L1-D                         |            |           
    num cache accesses               |  105262127 |  105733503
    num cache misses                 |    5634062 |    5621082
    miss rate                        |      5.35% |      5.32%
    mpki                             |      19.84 |      19.59
  Cache L2                           |            |           
    num cache accesses               |    5922715 |    5900882
    num cache misses                 |    1895694 |    1879137
    miss rate                        |     32.01% |     31.85%
    mpki                             |       6.68 |       6.55
  Cache L3                           |            |           
    num cache accesses               |    2177510 |    2155678
    num cache misses                 |    1154960 |    1131020
    miss rate                        |     53.04% |     52.47%
    mpki                             |       4.07 |       3.94
DRAM summary                         |            |           
  num dram accesses                  |     902309 |     901504
  average dram access latency (ns)   |     229.35 |     233.13
  average dram queueing delay        |     168.10 |     171.88
  average dram bandwidth utilization |      1.00% |      1.00%
Coherency Traffic                    |            |           
  num loads from dram                |     519822 |     493258
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |     424010 |     429626
