                                     | Core 0      | Core 1     
  Instructions                       |  1021401354 |  1160459957
  Cycles                             |  2068892400 |  2068892400
  IPC                                |        0.49 |        0.56
  Time (ns)                          |   689630800 |   689630800
  Idle time (ns)                     |     2087669 |      313007
  Idle time (%)                      |        0.3% |        0.0%
Branch predictor stats               |             |            
  num correct                        |   170749438 |   216334283
  num incorrect                      |      638953 |      654615
  misprediction rate                 |       0.37% |       0.30%
  mpki                               |        0.63 |        0.56
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |    39295762 |    40085006
    num misses                       |         220 |          27
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |   384891383 |   408735393
    num misses                       |      393587 |      393926
    miss rate                        |       0.10% |       0.10%
    mpki                             |        0.39 |        0.34
  L2 TLB                             |             |            
    num accesses                     |      393807 |      393953
    num misses                       |      353678 |      354024
    miss rate                        |      89.81% |      89.86%
    mpki                             |        0.35 |        0.31
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |    39295762 |    40085006
    num cache misses                 |       39695 |       23873
    miss rate                        |       0.10% |       0.06%
    mpki                             |        0.04 |        0.02
  Cache L1-D                         |             |            
    num cache accesses               |   384891383 |   408735393
    num cache misses                 |   102585621 |   102962709
    miss rate                        |      26.65% |      25.19%
    mpki                             |      100.44 |       88.73
  Cache L2                           |             |            
    num cache accesses               |   103236006 |   103601772
    num cache misses                 |    21773284 |    21814630
    miss rate                        |      21.09% |      21.06%
    mpki                             |       21.32 |       18.80
  Cache L3                           |             |            
    num cache accesses               |    22406497 |    22452058
    num cache misses                 |    20848126 |    20907950
    miss rate                        |      93.05% |      93.12%
    mpki                             |       20.41 |       18.02
DRAM summary                         |             |            
  num dram accesses                  |    43528706 |           0
  average dram access latency (ns)   |       75.30 |         inf
  average dram queueing delay        |       14.05 |        0.00
  average dram bandwidth utilization |       7.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |    20646146 |    20715355
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |           0 |           0
