                                     | Core 0     | Core 1    
  Instructions                       |   17412721 |   17923127
  Cycles                             |   10252800 |   10252800
  IPC                                |       1.70 |       1.75
  Time (ns)                          |    2563200 |    2563200
  Idle time (ns)                     |        304 |     232740
  Idle time (%)                      |       0.0% |       9.1%
Branch predictor stats               |            |           
  num correct                        |    1013142 |    1387040
  num incorrect                      |       9157 |       4259
  misprediction rate                 |      0.90% |      0.31%
  mpki                               |       0.53 |       0.24
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1963466 |    1827585
    num misses                       |        215 |         29
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    9235434 |    9009120
    num misses                       |       4352 |       2770
    miss rate                        |      0.05% |      0.03%
    mpki                             |       0.25 |       0.15
  L2 TLB                             |            |           
    num accesses                     |       4567 |       2799
    num misses                       |        839 |        326
    miss rate                        |     18.37% |     11.65%
    mpki                             |       0.05 |       0.02
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1963466 |    1827585
    num cache misses                 |       9360 |       2058
    miss rate                        |      0.48% |      0.11%
    mpki                             |       0.54 |       0.11
  Cache L1-D                         |            |           
    num cache accesses               |    9235434 |    9009120
    num cache misses                 |     312157 |     292201
    miss rate                        |      3.38% |      3.24%
    mpki                             |      17.93 |      16.30
  Cache L2                           |            |           
    num cache accesses               |     326524 |     295855
    num cache misses                 |      56405 |      37330
    miss rate                        |     17.27% |     12.62%
    mpki                             |       3.24 |       2.08
  Cache L3                           |            |           
    num cache accesses               |      64311 |      42085
    num cache misses                 |      18783 |       8584
    miss rate                        |     29.21% |     20.40%
    mpki                             |       1.08 |       0.48
DRAM summary                         |            |           
  num dram accesses                  |      27353 |          0
  average dram access latency (ns)   |     645.20 |        inf
  average dram queueing delay        |     583.95 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       7173 |        293
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
