                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5     
  Instructions                       |  6045292333 |  6336712193 |  5993918180 |  6246085100 |  7052975410 |  6614618412
  Cycles                             |  3472964800 |  3472964800 |  3472964800 |  3472964800 |  3472964800 |  3472964800
  IPC                                |        1.74 |        1.82 |        1.73 |        1.80 |        2.03 |        1.90
  Time (ns)                          |   868241200 |   868241200 |   868241200 |   868241200 |   868241200 |   868241200
  Idle time (ns)                     |         308 |      249908 |      255622 |      261212 |      267041 |      272943
  Idle time (%)                      |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0%
Branch predictor stats               |             |             |             |             |             |            
  num correct                        |   228140457 |   326472567 |   212205024 |   296266068 |   839866067 |   693746729
  num incorrect                      |      426661 |      421355 |      420265 |      418912 |      362720 |      363862
  misprediction rate                 |       0.19% |       0.13% |       0.20% |       0.14% |       0.04% |       0.05%
  mpki                               |        0.07 |        0.07 |        0.07 |        0.07 |        0.05 |        0.06
TLB Summary                          |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |            
    num accesses                     |   519288182 |   518543848 |   518543804 |   518543804 |   438842892 |   438842895
    num misses                       |         297 |          33 |          33 |          33 |          33 |          33
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |            
    num accesses                     |  2540527577 |  2586911109 |  2529785407 |  2571806408 |  2472424004 |  2399363098
    num misses                       |    19267997 |    19235594 |    19484489 |    19933876 |    16911860 |    16624270
    miss rate                        |       0.76% |       0.74% |       0.77% |       0.78% |       0.68% |       0.69%
    mpki                             |        3.19 |        3.04 |        3.25 |        3.19 |        2.40 |        2.51
  L2 TLB                             |             |             |             |             |             |            
    num accesses                     |    19268294 |    19235627 |    19484522 |    19933909 |    16911893 |    16624303
    num misses                       |      780904 |      713724 |      712265 |      743204 |      611941 |      658853
    miss rate                        |       4.05% |       3.71% |       3.66% |       3.73% |       3.62% |       3.96%
    mpki                             |        0.13 |        0.11 |        0.12 |        0.12 |        0.09 |        0.10
Cache Summary                        |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |            
    num cache accesses               |   519288182 |   518543848 |   518543804 |   518543804 |   438842892 |   438842895
    num cache misses                 |      758439 |      504424 |      485141 |      474341 |      409249 |      505552
    miss rate                        |       0.15% |       0.10% |       0.09% |       0.09% |       0.09% |       0.12%
    mpki                             |        0.13 |        0.08 |        0.08 |        0.08 |        0.06 |        0.08
  Cache L1-D                         |             |             |             |             |             |            
    num cache accesses               |  2540527577 |  2586911109 |  2529785407 |  2571806408 |  2472424004 |  2399363098
    num cache misses                 |   154811946 |   154432777 |   154422677 |   154430719 |   131725638 |   131722036
    miss rate                        |       6.09% |       5.97% |       6.10% |       6.00% |       5.33% |       5.49%
    mpki                             |       25.61 |       24.37 |       25.76 |       24.72 |       18.68 |       19.91
  Cache L2                           |             |             |             |             |             |            
    num cache accesses               |   158999335 |   157683998 |   158639709 |   158035919 |   134188126 |   135249672
    num cache misses                 |    58102122 |    57745383 |    57622478 |    57691125 |    47096859 |    47068838
    miss rate                        |      36.54% |      36.62% |      36.32% |      36.51% |      35.10% |      34.80%
    mpki                             |        9.61 |        9.11 |        9.61 |        9.24 |        6.68 |        7.12
  Cache L3                           |             |             |             |             |             |            
    num cache accesses               |    61538256 |    60492180 |    61354369 |    60821982 |    49150081 |    50091707
    num cache misses                 |     9646731 |     7469260 |    10372855 |    10137447 |     5829101 |     9366382
    miss rate                        |      15.68% |      12.35% |      16.91% |      16.67% |      11.86% |      18.70%
    mpki                             |        1.60 |        1.18 |        1.73 |        1.62 |        0.83 |        1.42
DRAM summary                         |             |             |             |             |             |            
  num dram accesses                  |    24982940 |           0 |           0 |    24974099 |           0 |           0
  average dram access latency (ns)   |      101.35 |         inf |         inf |      100.78 |         inf |         inf
  average dram queueing delay        |       40.09 |        0.00 |        0.00 |       39.53 |        0.00 |        0.00
  average dram bandwidth utilization |       3.00% |       0.00% |       0.00% |       3.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |            
  num loads from dram                |     5216244 |     3731923 |     5239018 |     4395575 |     2339184 |     4904620
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |     2832041 |     2555283 |     3957016 |     4291919 |     2388859 |     2721681
