                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   11004382 |    3077841 |    3121598 |    2872551 |    3175599 |    3027203 |    2676832 |    3116807 |    3055389 |    2953458 |    3107153 |    3081764
  Cycles                             |   11096400 |   11096400 |   11096400 |   11096400 |    8322300 |    8322300 |   11096400 |   11096400 |   11096400 |   11096400 |    8322300 |    8322300
  IPC                                |       0.99 |       0.28 |       0.28 |       0.26 |       0.38 |       0.36 |       0.24 |       0.28 |       0.28 |       0.27 |       0.37 |       0.37
  Time (ns)                          |    2774100 |    2774100 |    2774100 |    2774100 |    2774100 |    2774100 |    2774100 |    2774100 |    2774100 |    2774100 |    2774100 |    2774100
  Idle time (ns)                     |       1513 |    2266229 |    2266727 |    2266890 |    2256858 |    2256993 |    2267042 |    2267261 |    2267333 |    2267120 |    2257417 |    2257542
  Idle time (%)                      |       0.1% |      81.7% |      81.7% |      81.7% |      81.4% |      81.4% |      81.7% |      81.7% |      81.7% |      81.7% |      81.4% |      81.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1332994 |     976347 |     994509 |     891971 |    1022791 |     961156 |     807076 |     993199 |     966961 |     926483 |     994738 |     983626
  num incorrect                      |      74486 |       4825 |       4144 |       7559 |       2566 |       4520 |      10196 |       4275 |       5193 |       6563 |       3619 |       3925
  misprediction rate                 |      5.29% |      0.49% |      0.41% |      0.84% |      0.25% |      0.47% |      1.25% |      0.43% |      0.53% |      0.70% |      0.36% |      0.40%
  mpki                               |       6.77 |       1.57 |       1.33 |       2.63 |       0.81 |       1.49 |       3.81 |       1.37 |       1.70 |       2.22 |       1.16 |       1.27
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1634023 |      40792 |      37145 |      56159 |      26118 |      39405 |      79029 |      36680 |      43477 |      47564 |      31988 |      34357
    num misses                       |        182 |         28 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         28 |         26 |         26
    miss rate                        |      0.01% |      0.07% |      0.07% |      0.05% |      0.10% |      0.07% |      0.03% |      0.07% |      0.06% |      0.06% |      0.08% |      0.08%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2671521 |     580938 |     586068 |     560744 |     586660 |     571557 |     542890 |     584694 |     579430 |     567543 |     579944 |     577353
    num misses                       |       1786 |        132 |        137 |        136 |        126 |        140 |        127 |        134 |        136 |        125 |        134 |        120
    miss rate                        |      0.07% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.16 |       0.04 |       0.04 |       0.05 |       0.04 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1968 |        160 |        163 |        162 |        152 |        166 |        153 |        160 |        162 |        153 |        160 |        146
    num misses                       |        600 |        129 |        135 |        134 |        133 |        134 |        130 |        134 |        138 |        127 |        134 |        122
    miss rate                        |     30.49% |     80.62% |     82.82% |     82.72% |     87.50% |     80.72% |     84.97% |     83.75% |     85.19% |     83.01% |     83.75% |     83.56%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1634023 |      40792 |      37145 |      56159 |      26118 |      39405 |      79029 |      36680 |      43477 |      47564 |      31988 |      34357
    num cache misses                 |       2806 |        180 |        174 |        173 |        171 |        172 |        172 |        171 |        171 |        179 |        172 |        172
    miss rate                        |      0.17% |      0.44% |      0.47% |      0.31% |      0.65% |      0.44% |      0.22% |      0.47% |      0.39% |      0.38% |      0.54% |      0.50%
    mpki                             |       0.25 |       0.06 |       0.06 |       0.06 |       0.05 |       0.06 |       0.06 |       0.05 |       0.06 |       0.06 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2671521 |     580938 |     586068 |     560744 |     586660 |     571557 |     542890 |     584694 |     579430 |     567543 |     579944 |     577353
    num cache misses                 |      34118 |       8960 |       8866 |       9193 |       8767 |       8958 |       9350 |       8875 |       8954 |       9049 |       8846 |       8792
    miss rate                        |      1.28% |      1.54% |      1.51% |      1.64% |      1.49% |      1.57% |      1.72% |      1.52% |      1.55% |      1.59% |      1.53% |      1.52%
    mpki                             |       3.10 |       2.91 |       2.84 |       3.20 |       2.76 |       2.96 |       3.49 |       2.85 |       2.93 |       3.06 |       2.85 |       2.85
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39070 |       9228 |       9118 |       9494 |       8987 |       9222 |       9876 |       9300 |       9400 |       9518 |       9265 |       9219
    num cache misses                 |      25908 |       8755 |       8661 |       8834 |       8558 |       8683 |       8934 |       8643 |       8680 |       8721 |       8612 |       8614
    miss rate                        |     66.31% |     94.87% |     94.99% |     93.05% |     95.23% |     94.16% |     90.46% |     92.94% |     92.34% |     91.63% |     92.95% |     93.44%
    mpki                             |       2.35 |       2.84 |       2.77 |       3.08 |       2.69 |       2.87 |       3.34 |       2.77 |       2.84 |       2.95 |       2.77 |       2.80
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      28573 |       8844 |       8739 |       8962 |       8607 |       8775 |       9290 |       8897 |       8956 |       9011 |       8859 |       8872
    num cache misses                 |      21612 |       4692 |       4549 |       4755 |       4590 |       4565 |       5263 |       5069 |       5073 |       4987 |       4906 |       4902
    miss rate                        |     75.64% |     53.05% |     52.05% |     53.06% |     53.33% |     52.02% |     56.65% |     56.97% |     56.64% |     55.34% |     55.38% |     55.25%
    mpki                             |       1.96 |       1.52 |       1.46 |       1.66 |       1.45 |       1.51 |       1.97 |       1.63 |       1.66 |       1.69 |       1.58 |       1.59
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      10955 |          0 |          0 |          0 |          0 |          0 |      10886 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.49 |        inf |        inf |        inf |        inf |        inf |      61.47 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.24 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.22 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      10267 |         84 |         92 |        105 |         81 |        100 |         80 |         91 |         67 |         71 |         65 |         85
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1493 |       1471 |       1374 |       1468 |       1431 |       1449 |       1912 |       1741 |       1797 |       1792 |       1698 |       1687
