                                     | Core 0     | Core 1    
  Instructions                       |   17569039 |   17595772
  Cycles                             |    9892190 |    9892190
  IPC                                |       1.78 |       1.78
  Time (ns)                          |    3411100 |    3411100
  Idle time (ns)                     |        361 |     349580
  Idle time (%)                      |       0.0% |      10.2%
Branch predictor stats               |            |           
  num correct                        |    1034598 |    1224146
  num incorrect                      |      26789 |       9841
  misprediction rate                 |      2.52% |      0.80%
  mpki                               |       1.52 |       0.56
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1956119 |    1810962
    num misses                       |        303 |         30
    miss rate                        |      0.02% |      0.00%
    mpki                             |       0.02 |       0.00
  D-TLB                              |            |           
    num accesses                     |    9309346 |    8927267
    num misses                       |       4521 |       2700
    miss rate                        |      0.05% |      0.03%
    mpki                             |       0.26 |       0.15
  L2 TLB                             |            |           
    num accesses                     |       4824 |       2730
    num misses                       |        930 |        320
    miss rate                        |     19.28% |     11.72%
    mpki                             |       0.05 |       0.02
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1956119 |    1810962
    num cache misses                 |       7275 |        398
    miss rate                        |      0.37% |      0.02%
    mpki                             |       0.41 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |    9309346 |    8927267
    num cache misses                 |     218492 |     207532
    miss rate                        |      2.35% |      2.32%
    mpki                             |      12.44 |      11.79
  Cache L2                           |            |           
    num cache accesses               |     230125 |     209612
    num cache misses                 |      25655 |      17887
    miss rate                        |     11.15% |      8.53%
    mpki                             |       1.46 |       1.02
  Cache L3                           |            |           
    num cache accesses               |      33958 |      23757
    num cache misses                 |      17767 |       8588
    miss rate                        |     52.32% |     36.15%
    mpki                             |       1.01 |       0.49
DRAM summary                         |            |           
  num dram accesses                  |      26337 |          0
  average dram access latency (ns)   |      65.74 |        inf
  average dram queueing delay        |       4.49 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       5404 |        217
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
