                                     | Core 0     | Core 1    
  Instructions                       |   14655246 |    6006085
  Cycles                             |   11598400 |   11598400
  IPC                                |       1.26 |       0.52
  Time (ns)                          |    2899600 |    2899600
  Idle time (ns)                     |       1315 |    1805746
  Idle time (%)                      |       0.0% |      62.3%
Branch predictor stats               |            |           
  num correct                        |    1977679 |    1553409
  num incorrect                      |     104640 |      36822
  misprediction rate                 |      5.03% |      2.32%
  mpki                               |       7.14 |       6.13
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1711092 |     198595
    num misses                       |        169 |         26
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    3694334 |    1473155
    num misses                       |       2517 |       1205
    miss rate                        |      0.07% |      0.08%
    mpki                             |       0.17 |       0.20
  L2 TLB                             |            |           
    num accesses                     |       2686 |       1231
    num misses                       |        667 |        233
    miss rate                        |     24.83% |     18.93%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1711092 |     198595
    num cache misses                 |       2897 |        172
    miss rate                        |      0.17% |      0.09%
    mpki                             |       0.20 |       0.03
  Cache L1-D                         |            |           
    num cache accesses               |    3694334 |    1473155
    num cache misses                 |      64892 |      38113
    miss rate                        |      1.76% |      2.59%
    mpki                             |       4.43 |       6.35
  Cache L2                           |            |           
    num cache accesses               |      69816 |      38286
    num cache misses                 |      44831 |      29557
    miss rate                        |     64.21% |     77.20%
    mpki                             |       3.06 |       4.92
  Cache L3                           |            |           
    num cache accesses               |      47976 |      29622
    num cache misses                 |      21274 |       3680
    miss rate                        |     44.34% |     12.42%
    mpki                             |       1.45 |       0.61
DRAM summary                         |            |           
  num dram accesses                  |      24932 |          0
  average dram access latency (ns)   |      61.92 |        inf
  average dram queueing delay        |       0.67 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11783 |       1602
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
