                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   26314557 |    8065174 |    8246100 |    7399338
  Cycles                             |   19617600 |   19617600 |   19617600 |   19617600
  IPC                                |       1.34 |       0.41 |       0.42 |       0.38
  Time (ns)                          |    4904400 |    4904400 |    4904400 |    4904400
  Idle time (ns)                     |      35327 |    3540133 |    3510333 |    3471716
  Idle time (%)                      |       0.7% |      72.2% |      71.6% |      70.8%
Branch predictor stats               |            |            |            |           
  num correct                        |    3288954 |    2329055 |    2363675 |    1928654
  num incorrect                      |     185636 |      25164 |      27896 |      46076
  misprediction rate                 |      5.34% |      1.07% |      1.17% |      2.33%
  mpki                               |       7.05 |       3.12 |       3.38 |       6.23
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    3260112 |     158015 |     166382 |     238637
    num misses                       |        179 |         24 |         26 |         24
    miss rate                        |      0.01% |      0.02% |      0.02% |      0.01%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |    6219343 |    1763693 |    1807331 |    1748935
    num misses                       |      10028 |       7876 |       8131 |       7784
    miss rate                        |      0.16% |      0.45% |      0.45% |      0.45%
    mpki                             |       0.38 |       0.98 |       0.99 |       1.05
  L2 TLB                             |            |            |            |           
    num accesses                     |      10207 |       7900 |       8157 |       7808
    num misses                       |        857 |        332 |        327 |        334
    miss rate                        |      8.40% |      4.20% |      4.01% |      4.28%
    mpki                             |       0.03 |       0.04 |       0.04 |       0.05
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    3260112 |     158015 |     166382 |     238637
    num cache misses                 |       3134 |        162 |        176 |        167
    miss rate                        |      0.10% |      0.10% |      0.11% |      0.07%
    mpki                             |       0.12 |       0.02 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |           
    num cache accesses               |    6219343 |    1763693 |    1807331 |    1748935
    num cache misses                 |      85482 |      50546 |      51019 |      53107
    miss rate                        |      1.37% |      2.87% |      2.82% |      3.04%
    mpki                             |       3.25 |       6.27 |       6.19 |       7.18
  Cache L2                           |            |            |            |           
    num cache accesses               |      91837 |      51626 |      53197 |      55605
    num cache misses                 |      66686 |      43947 |      44502 |      45268
    miss rate                        |     72.61% |     85.13% |     83.66% |     81.41%
    mpki                             |       2.53 |       5.45 |       5.40 |       6.12
  Cache L3                           |            |            |            |           
    num cache accesses               |      71129 |      44921 |      46538 |      47634
    num cache misses                 |      52439 |      28140 |      31893 |      32352
    miss rate                        |     73.72% |     62.64% |     68.53% |     67.92%
    mpki                             |       1.99 |       3.49 |       3.87 |       4.37
DRAM summary                         |            |            |            |           
  num dram accesses                  |      17955 |          0 |      17908 |          0
  average dram access latency (ns)   |      61.44 |        inf |      61.43 |        inf
  average dram queueing delay        |       0.19 |       0.00 |       0.18 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      10922 |        752 |        579 |        555
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |       6256 |       6543 |       8868 |       9146
