                                     | Core 0     | Core 1    
  Instructions                       |   24885006 |    5940830
  Cycles                             |   20000400 |   20000400
  IPC                                |       1.24 |       0.30
  Time (ns)                          |    5000100 |    5000100
  Idle time (ns)                     |       1269 |    3414840
  Idle time (%)                      |       0.0% |      68.3%
Branch predictor stats               |            |           
  num correct                        |    3139690 |    1350869
  num incorrect                      |     198460 |      67084
  misprediction rate                 |      5.95% |      4.73%
  mpki                               |       7.98 |      11.29
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    3439891 |     229853
    num misses                       |        175 |         28
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    6211835 |    1845587
    num misses                       |       5826 |       3336
    miss rate                        |      0.09% |      0.18%
    mpki                             |       0.23 |       0.56
  L2 TLB                             |            |           
    num accesses                     |       6001 |       3364
    num misses                       |        744 |        277
    miss rate                        |     12.40% |      8.23%
    mpki                             |       0.03 |       0.05
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    3439891 |     229853
    num cache misses                 |       2985 |        186
    miss rate                        |      0.09% |      0.08%
    mpki                             |       0.12 |       0.03
  Cache L1-D                         |            |           
    num cache accesses               |    6211835 |    1845587
    num cache misses                 |     100040 |      74709
    miss rate                        |      1.61% |      4.05%
    mpki                             |       4.02 |      12.58
  Cache L2                           |            |           
    num cache accesses               |     106227 |      78029
    num cache misses                 |      72760 |      56155
    miss rate                        |     68.49% |     71.97%
    mpki                             |       2.92 |       9.45
  Cache L3                           |            |           
    num cache accesses               |      76119 |      59342
    num cache misses                 |      71945 |      56151
    miss rate                        |     94.52% |     94.62%
    mpki                             |       2.89 |       9.45
DRAM summary                         |            |           
  num dram accesses                  |      13345 |      13290
  average dram access latency (ns)   |      61.37 |      61.36
  average dram queueing delay        |       0.12 |       0.11
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      10322 |         12
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |       1163 |       3846
