                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    4324545 |    4132839 |    4118377 |    4106230 |    3972064 |    3951826 |    3949449 |    3904223 |    3993629 |    3970965 |    3937827 |    3853419
  Cycles                             |    6461600 |    6461600 |    6461600 |    6461600 |    4846200 |    4846200 |    4846200 |    4846200 |    6461600 |    6461600 |    6461600 |    6461600
  IPC                                |       0.67 |       0.64 |       0.64 |       0.64 |       0.82 |       0.82 |       0.81 |       0.81 |       0.62 |       0.61 |       0.61 |       0.60
  Time (ns)                          |    1615400 |    1615400 |    1615400 |    1615400 |    1615400 |    1615400 |    1615400 |    1615400 |    1615400 |    1615400 |    1615400 |    1615400
  Idle time (ns)                     |        292 |     207319 |     207797 |     208081 |     208303 |     208553 |     208796 |     209018 |     209243 |     209465 |     209716 |     209903
  Idle time (%)                      |       0.0% |      12.8% |      12.9% |      12.9% |      12.9% |      12.9% |      12.9% |      12.9% |      13.0% |      13.0% |      13.0% |      13.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     455645 |     473552 |     469023 |     466036 |     437951 |     433224 |     434983 |     425818 |     441823 |     439705 |     434386 |     413614
  num incorrect                      |       4279 |        386 |        465 |        420 |        444 |        443 |        383 |        746 |       1026 |       1078 |       1143 |       1332
  misprediction rate                 |      0.93% |      0.08% |      0.10% |      0.09% |      0.10% |      0.10% |      0.09% |      0.17% |      0.23% |      0.24% |      0.26% |      0.32%
  mpki                               |       0.99 |       0.09 |       0.11 |       0.10 |       0.11 |       0.11 |       0.10 |       0.19 |       0.26 |       0.27 |       0.29 |       0.35
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     392823 |     328325 |     317490 |     306193 |     294532 |     283611 |     272923 |     262256 |     253416 |     242513 |     232226 |     212891
