                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   38191798 |   38728325 |   38663946 |   38548639 |   44464286 |   44381996 |   44300336 |   44291294 |   38295275 |   38163165 |   38134106 |   38064545 |   43915228 |   43816875 |   43842234 |   43716629
  Cycles                             |   39370760 |   39370760 |   39370760 |   39370760 |   51897820 |   51897820 |   51897820 |   51897820 |   39370760 |   39370760 |   39370760 |   39370760 |   51897820 |   51897820 |   51897820 |   51897820
  IPC                                |       0.97 |       0.98 |       0.98 |       0.98 |       0.86 |       0.86 |       0.85 |       0.85 |       0.97 |       0.97 |       0.97 |       0.97 |       0.85 |       0.84 |       0.84 |       0.84
  Time (ns)                          |   17895800 |   17895800 |   17895800 |   17895800 |   17895800 |   17895800 |   17895800 |   17895800 |   17895800 |   17895800 |   17895800 |   17895800 |   17895800 |   17895800 |   17895800 |   17895800
  Idle time (ns)                     |        336 |     354951 |     359109 |     361783 |     364421 |     367083 |     369721 |     372383 |     375098 |     377760 |     380398 |     383061 |     385699 |     388361 |     390999 |     393662
  Idle time (%)                      |       0.0% |       2.0% |       2.0% |       2.0% |       2.0% |       2.1% |       2.1% |       2.1% |       2.1% |       2.1% |       2.1% |       2.1% |       2.2% |       2.2% |       2.2% |       2.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    3147804 |    3425663 |    3410516 |    3388183 |    5017352 |    5004140 |    4983383 |    4980903 |    3329189 |    3308557 |    3298964 |    3284918 |    4901735 |    4882904 |    4884543 |    4853142
  num incorrect                      |      12654 |       2537 |       2593 |       2634 |       3112 |       3042 |       3264 |       3370 |       2971 |       3025 |       3383 |       4273 |       5036 |       4997 |       5246 |       5622
  misprediction rate                 |      0.40% |      0.07% |      0.08% |      0.08% |      0.06% |      0.06% |      0.07% |      0.07% |      0.09% |      0.09% |      0.10% |      0.13% |      0.10% |      0.10% |      0.11% |      0.12%
