                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   47830272 |    7344956 |    7604433 |    7619945 |    7025016 |    6728684 |    6857812 |    7653548 |    8648635 |    8630411 |    8663370 |    8530058
  Cycles                             |   30361900 |   30361900 |   30361900 |   30361900 |  121447600 |  121447600 |  121447600 |  121447600 |   30361900 |   30361900 |   30361900 |   30361900
  IPC                                |       1.58 |       0.24 |       0.25 |       0.25 |       0.06 |       0.06 |       0.06 |       0.06 |       0.28 |       0.28 |       0.29 |       0.28
  Time (ns)                          |   30361900 |   30361900 |   30361900 |   30361900 |   30361900 |   30361900 |   30361900 |   30361900 |   30361900 |   30361900 |   30361900 |   30361900
  Idle time (ns)                     |       2540 |   26519764 |   26225908 |   26293059 |   26286744 |   26287770 |   26286839 |   26409860 |   26392167 |   26227191 |   26227536 |   26480077
  Idle time (%)                      |       0.0% |      87.3% |      86.4% |      86.6% |      86.6% |      86.6% |      86.6% |      87.0% |      86.9% |      86.4% |      86.4% |      87.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5030395 |    2253503 |    2259202 |    2297367 |    1983034 |    1856215 |    1905162 |    2313588 |    2658808 |    2585948 |    2602587 |    2638756
  num incorrect                      |     354143 |      11355 |      19648 |      16627 |      29724 |      33663 |      31909 |      16231 |      14371 |      21953 |      21272 |      12590
  misprediction rate                 |      6.58% |      0.50% |      0.86% |      0.72% |      1.48% |      1.78% |      1.65% |      0.70% |      0.54% |      0.84% |      0.81% |      0.47%
  mpki                               |       7.40 |       1.55 |       2.58 |       2.18 |       4.23 |       5.00 |       4.65 |       2.12 |       1.66 |       2.54 |       2.46 |       1.48
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6541411 |      83354 |     124850 |     108040 |     166648 |     179026 |     176831 |     105169 |      98089 |     130308 |     129957 |      87868
    num misses                       |        175 |         24 |         24 |         24 |         26 |         24 |         24 |         24 |         24 |         24 |         24 |         26
    miss rate                        |      0.00% |      0.03% |      0.02% |      0.02% |      0.02% |      0.01% |      0.01% |      0.02% |      0.02% |      0.02% |      0.02% |      0.03%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   10916707 |    1477661 |    1568034 |    1551511 |    1517472 |    1481026 |    1502102 |    1552409 |    1712042 |    1746653 |    1749249 |    1679303
    num misses                       |       9979 |       8032 |       8060 |       8083 |       8150 |       8093 |       8058 |       8208 |       8010 |       8074 |       8147 |       8031
    miss rate                        |      0.09% |      0.54% |      0.51% |      0.52% |      0.54% |      0.55% |      0.54% |      0.53% |      0.47% |      0.46% |      0.47% |      0.48%
    mpki                             |       0.21 |       1.09 |       1.06 |       1.06 |       1.16 |       1.20 |       1.18 |       1.07 |       0.93 |       0.94 |       0.94 |       0.94
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      10154 |       8056 |       8084 |       8107 |       8176 |       8117 |       8082 |       8232 |       8034 |       8098 |       8171 |       8057
    num misses                       |       1567 |        876 |        899 |        878 |        909 |        885 |        870 |        884 |        852 |        874 |        892 |        867
    miss rate                        |     15.43% |     10.87% |     11.12% |     10.83% |     11.12% |     10.90% |     10.76% |     10.74% |     10.60% |     10.79% |     10.92% |     10.76%
    mpki                             |       0.03 |       0.12 |       0.12 |       0.12 |       0.13 |       0.13 |       0.13 |       0.12 |       0.10 |       0.10 |       0.10 |       0.10
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6541411 |      83354 |     124850 |     108040 |     166648 |     179026 |     176831 |     105169 |      98089 |     130308 |     129957 |      87868
    num cache misses                 |       3676 |        204 |        214 |        202 |        171 |        163 |        157 |        155 |        196 |        200 |        199 |        189
    miss rate                        |      0.06% |      0.24% |      0.17% |      0.19% |      0.10% |      0.09% |      0.09% |      0.15% |      0.20% |      0.15% |      0.15% |      0.22%
    mpki                             |       0.08 |       0.03 |       0.03 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   10916707 |    1477661 |    1568034 |    1551511 |    1517472 |    1481026 |    1502102 |    1552409 |    1712042 |    1746653 |    1749249 |    1679303
    num cache misses                 |      90244 |      38498 |      39822 |      39125 |      40497 |      42177 |      40626 |      39115 |      38411 |      39340 |      39309 |      38228
    miss rate                        |      0.83% |      2.61% |      2.54% |      2.52% |      2.67% |      2.85% |      2.70% |      2.52% |      2.24% |      2.25% |      2.25% |      2.28%
    mpki                             |       1.89 |       5.24 |       5.24 |       5.13 |       5.76 |       6.27 |       5.92 |       5.11 |       4.44 |       4.56 |       4.54 |       4.48
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      96528 |      38942 |      40350 |      39603 |      41098 |      42673 |      41197 |      39575 |      40104 |      41345 |      41283 |      39832
    num cache misses                 |      79061 |      34724 |      35611 |      35113 |      35988 |      35723 |      36012 |      34994 |      34454 |      35056 |      35062 |      34309
    miss rate                        |     81.90% |     89.17% |     88.26% |     88.66% |     87.57% |     83.71% |     87.41% |     88.42% |     85.91% |     84.79% |     84.93% |     86.13%
    mpki                             |       1.65 |       4.73 |       4.68 |       4.61 |       5.12 |       5.31 |       5.25 |       4.57 |       3.98 |       4.06 |       4.05 |       4.02
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      82113 |      34964 |      35933 |      35412 |      36443 |      36088 |      36449 |      35321 |      35971 |      36883 |      36855 |      35737
    num cache misses                 |      44429 |      12026 |      12352 |      12112 |      12574 |      12151 |      12426 |      12440 |      23997 |      24583 |      24393 |      23956
    miss rate                        |     54.11% |     34.40% |     34.38% |     34.20% |     34.50% |     33.67% |     34.09% |     35.22% |     66.71% |     66.65% |     66.19% |     67.03%
    mpki                             |       0.93 |       1.64 |       1.62 |       1.59 |       1.79 |       1.81 |       1.81 |       1.63 |       2.77 |       2.85 |       2.82 |       2.81
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      29298 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      29234 |          0 |          0 |          0
  average dram access latency (ns)   |      61.42 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      61.41 |        inf |        inf |        inf
  average dram queueing delay        |       0.16 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.16 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      11183 |        819 |        850 |        796 |        872 |        898 |        881 |        832 |        549 |        517 |        480 |        552
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       4382 |       4012 |       4031 |       4080 |       4026 |       3947 |       4131 |       4116 |       6798 |       7030 |       7048 |       6734
