                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |    6036950 |    6590406 |    6402009 |    6419571 |    5926937 |    5910051 |    5910691 |    5778575
  Cycles                             |    5360000 |    5360000 |    5360000 |    5360000 |    4020000 |    4020000 |    4020000 |    4020000
  IPC                                |       1.13 |       1.23 |       1.19 |       1.20 |       1.47 |       1.47 |       1.47 |       1.44
  Time (ns)                          |    1340000 |    1340000 |    1340000 |    1340000 |    1340000 |    1340000 |    1340000 |    1340000
  Idle time (ns)                     |        501 |     260794 |     261185 |     261362 |     261489 |     261621 |     261752 |     261885
  Idle time (%)                      |       0.0% |      19.5% |      19.5% |      19.5% |      19.5% |      19.5% |      19.5% |      19.5%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     607004 |    1020742 |     967304 |     973959 |     818696 |     816552 |     816830 |     773583
  num incorrect                      |       8710 |       2191 |       2226 |       2253 |       2040 |       1986 |       2007 |       1981
  misprediction rate                 |      1.41% |      0.21% |      0.23% |      0.23% |      0.25% |      0.24% |      0.25% |      0.26%
  mpki                               |       1.44 |       0.33 |       0.35 |       0.35 |       0.34 |       0.34 |       0.34 |       0.34
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |     618539 |     472293 |     466160 |     466132 |     463062 |     461834 |     461740 |     461278
    num misses                       |        209 |         28 |         28 |         28 |         28 |         28 |         28 |         29
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.03 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2917116 |    2644130 |    2601791 |    2605022 |    2510503 |    2503975 |    2504796 |    2480896
    num misses                       |       1596 |        397 |        363 |        484 |        334 |        367 |        383 |        248
    miss rate                        |      0.05% |      0.02% |      0.01% |      0.02% |      0.01% |      0.01% |      0.02% |      0.01%
    mpki                             |       0.26 |       0.06 |       0.06 |       0.08 |       0.06 |       0.06 |       0.06 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       1805 |        425 |        391 |        512 |        362 |        395 |        411 |        277
    num misses                       |        542 |        153 |        151 |        159 |        154 |        147 |        145 |        134
    miss rate                        |     30.03% |     36.00% |     38.62% |     31.05% |     42.54% |     37.22% |     35.28% |     48.38%
    mpki                             |       0.09 |       0.02 |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |     618539 |     472293 |     466160 |     466132 |     463062 |     461834 |     461740 |     461278
    num cache misses                 |       6928 |        418 |        410 |        414 |        445 |        476 |        517 |        410
    miss rate                        |      1.12% |      0.09% |      0.09% |      0.09% |      0.10% |      0.10% |      0.11% |      0.09%
    mpki                             |       1.15 |       0.06 |       0.06 |       0.06 |       0.08 |       0.08 |       0.09 |       0.07
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2917116 |    2644130 |    2601791 |    2605022 |    2510503 |    2503975 |    2504796 |    2480896
    num cache misses                 |     100468 |      76289 |      74650 |      74687 |      74344 |      74164 |      73940 |      73380
    miss rate                        |      3.44% |      2.89% |      2.87% |      2.87% |      2.96% |      2.96% |      2.95% |      2.96%
    mpki                             |      16.64 |      11.58 |      11.66 |      11.63 |      12.54 |      12.55 |      12.51 |      12.70
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     113723 |      80294 |      77739 |      77764 |      77388 |      77287 |      77097 |      74707
    num cache misses                 |      21154 |      12727 |      13935 |      13829 |      13810 |      13557 |      13383 |      13175
    miss rate                        |     18.60% |     15.85% |     17.93% |     17.78% |     17.85% |     17.54% |     17.36% |     17.64%
    mpki                             |       3.50 |       1.93 |       2.18 |       2.15 |       2.33 |       2.29 |       2.26 |       2.28
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      34285 |      20581 |      20299 |      20233 |      20034 |      19844 |      19689 |      17891
    num cache misses                 |      13097 |       2513 |       2104 |       2091 |       2047 |       2047 |       2031 |       2028
    miss rate                        |     38.20% |     12.21% |     10.37% |     10.33% |     10.22% |     10.32% |     10.32% |     11.34%
    mpki                             |       2.17 |       0.38 |       0.33 |       0.33 |       0.35 |       0.35 |       0.34 |       0.35
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      27778 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     897.61 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     836.36 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6910 |        151 |        133 |        139 |        130 |        122 |        116 |         97
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
