                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   13068863 |    5136409 |    4894127 |    5143951 |    4182501 |    4917833 |    4736841 |    5080577
  Cycles                             |   34509600 |   34509600 |   34509600 |   34509600 |    8627400 |    8627400 |    8627400 |    8627400
  IPC                                |       0.38 |       0.15 |       0.14 |       0.15 |       0.48 |       0.57 |       0.55 |       0.59
  Time (ns)                          |    8627400 |    8627400 |    8627400 |    8627400 |    8627400 |    8627400 |    8627400 |    8627400
  Idle time (ns)                     |       1610 |    6214435 |    6215411 |    6215757 |    6184946 |    6185683 |    6185948 |    6186126
  Idle time (%)                      |       0.0% |      72.0% |      72.0% |      72.0% |      71.7% |      71.7% |      71.7% |      71.7%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1639994 |    1632638 |    1535640 |    1637049 |    1260274 |    1558404 |    1484383 |    1623928
  num incorrect                      |      86152 |       8174 |      11553 |       8126 |      20059 |       8749 |      11717 |       6483
  misprediction rate                 |      4.99% |      0.50% |      0.75% |      0.49% |      1.57% |      0.56% |      0.78% |      0.40%
  mpki                               |       6.59 |       1.59 |       2.36 |       1.58 |       4.80 |       1.78 |       2.47 |       1.28
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1389777 |      34618 |      40319 |      35654 |      53243 |      35409 |      40091 |      32487
    num misses                       |        174 |         25 |         25 |         25 |         26 |         25 |         25 |         25
    miss rate                        |      0.01% |      0.07% |      0.06% |      0.07% |      0.05% |      0.07% |      0.06% |      0.08%
    mpki                             |       0.01 |       0.00 |       0.01 |       0.00 |       0.01 |       0.01 |       0.01 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2827066 |     970244 |     947422 |     971998 |     872927 |     937145 |     922570 |     950719
    num misses                       |       2445 |        373 |        389 |        374 |        364 |        353 |        364 |        377
    miss rate                        |      0.09% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.19 |       0.07 |       0.08 |       0.07 |       0.09 |       0.07 |       0.08 |       0.07
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2619 |        398 |        414 |        399 |        390 |        378 |        389 |        402
    num misses                       |        658 |        183 |        177 |        180 |        166 |        173 |        164 |        161
    miss rate                        |     25.12% |     45.98% |     42.75% |     45.11% |     42.56% |     45.77% |     42.16% |     40.05%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.03 |       0.04 |       0.04 |       0.03 |       0.03
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1389777 |      34618 |      40319 |      35654 |      53243 |      35409 |      40091 |      32487
    num cache misses                 |       2807 |        181 |        181 |        182 |        189 |        183 |        181 |        182
    miss rate                        |      0.20% |      0.52% |      0.45% |      0.51% |      0.35% |      0.52% |      0.45% |      0.56%
    mpki                             |       0.21 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2827066 |     970244 |     947422 |     971998 |     872927 |     937145 |     922570 |     950719
    num cache misses                 |      42748 |      14298 |      14640 |      14264 |      15232 |      14365 |      14499 |      14104
    miss rate                        |      1.51% |      1.47% |      1.55% |      1.47% |      1.74% |      1.53% |      1.57% |      1.48%
    mpki                             |       3.27 |       2.78 |       2.99 |       2.77 |       3.64 |       2.92 |       3.06 |       2.78
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      47713 |      14483 |      14824 |      14447 |      15422 |      14549 |      14681 |      14287
    num cache misses                 |      31216 |      12932 |      13173 |      12908 |      13509 |      13025 |      13114 |      12843
    miss rate                        |     65.42% |     89.29% |     88.86% |     89.35% |     87.60% |     89.53% |     89.33% |     89.89%
    mpki                             |       2.39 |       2.52 |       2.69 |       2.51 |       3.23 |       2.65 |       2.77 |       2.53
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      35587 |      12940 |      13178 |      12909 |      13511 |      13034 |      13124 |      12852
    num cache misses                 |      18620 |        979 |       1064 |        941 |       1207 |        979 |       1062 |        976
    miss rate                        |     52.32% |      7.57% |      8.07% |      7.29% |      8.93% |      7.51% |      8.09% |      7.59%
    mpki                             |       1.42 |       0.19 |       0.22 |       0.18 |       0.29 |       0.20 |       0.22 |       0.19
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      25693 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.49 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.24 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10766 |        467 |        517 |        457 |        590 |        492 |        549 |        545
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
