29022073,6550169,5524051,4299056,8039236,4515142,0
19922965,6019626,7383558,6525538,5179876,0,4515142
25471683,6653445,5624274,8882626,0,5179876,8039236
22041782,5530194,5253682,0,8882626,6525538,4299056
19035526,6471720,0,5253682,5624274,7383558,5524051
18285747,0,6471720,5530194,6653445,6019626,6550169
0,18285747,19035526,22041782,25471683,19922965,29022073

