17503,0,1704,10892,52,7052,16,120,0,152,244,0,8888,84,8,0,64,0,12,0,2208,920,300,1640,496,36,188,592,12476,2628,3344,1296,2344,1680,1872,0,144,1688,3016,1772,4896,5364,3680,97096,5312,1652,34520,0
1364910,8,5944,126746,8,14185,5936,4248,8,14879,4416,8,108255,8,8,8,8,8181,8352,8,4668,4564,4716,5120,23005,7244,7784,7992,5664,1903438,4777491,7996,6272080,79102,83716,5668,8125,56231,137636,66093,4370397,4088,61259,170624,45681,101161,0,34520
22907,0,1708,18296,0,8708,7344,10492,0,4784,216,0,1452,0,0,0,0,8,0,0,0,0,296,12,11584,12,432,144,144,2160,3188,864,2168,11996,1720,9664,144,10868,4320,2752,5976,200,9984,169160,2280,0,101161,1652
27236,0,3312,11604,0,9480,0,280,0,8,508,0,9268,0,0,0,0,16,0,0,1736,6452,576,8276,224,24,1024,572,6416,1324,1460,2040,1108,812,1284,0,164,1548,1452,920,3148,6616,4248,115528,0,2280,45681,5312
54206,232,1054273,189200,144,40897,163728,1056814,128,147168,1053881,168,297066,172,72,200,256,258615,291804,176,134074,148212,1062374,136028,131122,289751,191598,189197,135932,292430,329660,182673,255700,178685,181336,141262,272396,201800,281856,148664,412458,1053327,132356,0,115528,169160,170624,97096
27229,0,2424,17012,0,9808,0,372,0,8,336,104,10520,0,0,12,0,0,0,0,9620,7356,252,5696,388,12,1232,0,24,8124,13260,2792,7824,10768,7792,0,0,7428,16648,4548,19044,6672,0,132356,4248,9984,61259,3680
35201,0,2732,396,0,5544,0,2272,0,28,1656,104,15172,2192,4,40,0,0,0,0,24688,21872,11792,22268,192,96,0,0,20637,192,464,12,188,256,96,0,0,268,396,200,368,0,6672,1053327,6616,200,4088,5364
48321,24,14656,47904,40,13056,32,384,0,8,12100,12,5356,108,0,0,0,18484,21776,0,0,0,588,8,528,11824,156,0,4,21008,29656,1412,21072,5312,4792,0,16992,4464,7724,6484,0,368,19044,412458,3148,5976,4370397,4896
16280,0,2940,15280,0,6376,8916,7448,0,10708,256,0,1512,0,0,0,0,0,0,0,24,0,332,12,3168,12,144,0,0,4272,6068,1008,3048,6360,3364,980,144,5272,5460,0,6484,200,4548,148664,920,2752,66093,1772
68411,0,3128,36248,0,8596,16,288,0,68,540,12,2872,0,4,12,0,12,80,12,84,0,16972,12,352,12,18452,9080,0,4184,5264,25844,3144,2808,10548,0,144,2668,0,5460,7724,396,16648,281856,1452,4320,137636,3016
17451,0,1664,14244,0,6244,9060,7992,0,5684,208,12,1188,0,0,0,0,0,0,0,0,0,236,12,9684,0,308,144,0,2644,1820,1296,1928,2628,1756,2508,32,0,2668,5272,4464,268,7428,201800,1548,10868,56231,1688
36974,0,30716,144,24,2316,40,0,0,24,27984,32,836,260,0,0,40,5944,11464,0,32,64,132,16,548,16056,36,124,56,12252,10532,48,10212,144,372,48,0,32,144,144,16992,0,0,272396,164,144,8125,144
20147,0,2064,0,8,5020,4432,21380,0,1932,2368,12,0,96,0,0,0,36,16,0,16,120,24,48,4252,52,52,88,24,16,84,80,0,19520,0,0,48,2508,0,980,0,0,0,141262,0,9664,5668,0
42504,0,2396,19864,0,7868,16,268,0,8,180,0,1852,0,0,0,0,0,12,0,0,0,10444,0,128,12,15800,9584,0,3404,2608,11156,2232,1416,0,0,372,1756,10548,3364,4792,96,7792,181336,1284,1720,83716,1872
22956,0,1472,18244,8,9868,6424,9140,0,6512,104,12,1540,0,0,0,0,0,8,0,24,12,256,4,3960,0,0,24,0,1752,2244,1364,1456,0,1416,19520,144,2628,2808,6360,5312,256,10768,178685,812,11996,79102,1680
28254,0,12941,23016,0,8092,48,228,0,8,4116,12,1460,84,0,0,0,928,13772,0,0,0,288,12,152,15692,144,8,20,6712,9184,1716,0,1456,2232,0,10212,1928,3144,3048,21072,188,7824,255700,1108,2168,6272080,2344
27899,0,2868,9832,8,1440,48,0,0,48,3776,0,616,0,0,12,0,0,172,52,24,0,33120,32,340,68,4988,7188,64,904,2816,0,1716,1364,11156,80,48,1296,25844,1008,1412,12,2792,182673,2040,864,7996,1296
39965,0,14712,35260,8,8764,32,188,0,48,6712,24,1812,0,0,0,0,11312,13064,0,24,144,320,0,704,21296,312,0,24,20668,0,2816,9184,2244,2608,84,10532,1820,5264,6068,29656,464,13260,329660,1460,3188,4777491,3344
35242,0,6944,29732,0,9852,16,356,0,16,11904,0,2252,0,0,0,0,21164,7344,0,8,0,528,12,700,10540,0,0,0,0,20668,904,6712,1752,3404,16,12252,2644,4184,4272,21008,192,8124,292430,1324,2160,1903438,2628
20282,0,2812,0,8,1236,56,12,0,192,1664,0,14688,256,12,0,0,64,24,0,5332,136,96,7480,240,80,60,68,0,0,24,64,20,0,0,24,56,0,0,0,4,20637,24,135932,6416,144,5664,12476
29146,0,3104,21956,8,1492,16,0,52,72,3744,0,1308,240,0,0,0,48,76,0,32,140,34881,16,252,12,11788,0,68,0,0,7188,8,24,9584,88,124,144,9080,0,0,0,0,189197,572,144,7992,592
29506,0,3200,23516,0,1680,68,0,0,80,3840,0,2320,0,0,12,0,16,92,0,68,40,35812,80,160,232,0,11788,60,0,312,4988,144,0,15800,52,36,308,18452,144,156,0,1232,191598,1024,432,7784,188
838563,0,28808,0,56,2568,84,36,104,124,25957,80,116,132,36,0,0,7336,7024,48,108,68,72,120,284,0,232,12,80,10540,21296,68,15692,0,12,52,16056,0,12,12,11824,96,12,289751,24,12,7244,36
19361,20,2568,280,0,12376,1784,22452,0,23636,4100,0,1652,12,0,0,0,660,236,0,128,112,376,104,0,284,160,252,240,700,704,340,152,3960,128,4252,548,9684,352,3168,528,192,388,131122,224,11584,23005,496
19104,0,1712,0,8,1260,84,0,0,64,2384,0,10904,180,0,0,0,0,112,0,1840,5984,168,0,104,120,80,16,7480,12,0,32,12,4,0,48,16,12,12,12,8,22268,5696,136028,8276,12,5120,1640
41049,160,3564,11492,8,4560,16,2080,0,20,2256,0,1704,324,0,60,0,48,12,116,96,108,0,168,376,72,35812,34881,96,528,320,33120,288,256,10444,24,132,236,16972,332,588,11792,252,1062374,576,296,4716,300
17841,76,2056,0,8,1440,52,60,0,132,1872,12,12548,0,0,0,0,128,76,0,3508,0,108,5984,112,68,40,140,136,0,144,0,0,12,0,120,64,0,0,0,0,21872,7356,148212,6452,0,4564,920
17733,0,2624,144,8,1368,16,68,0,136,1228,52,13468,0,0,0,0,52,64,0,0,3508,96,1840,128,108,68,32,5332,8,24,24,0,24,0,16,32,0,84,24,0,24688,9620,134074,1736,0,4668,2208
1344,292,0,32,8,0,16,0,0,8,60,16,0,48,36,64,0,0,0,0,0,0,116,0,0,48,0,0,0,0,0,52,0,0,0,0,0,0,12,0,0,0,0,176,0,0,8,0
