90359950,6770976,12987712,6378444,6939484,13883484,5110992,6262996,7925852,6783348,6357784,8002992,33481664,0
87697952,18657788,24666220,30611576,10094548,15986544,8384504,8856652,13445600,13996084,12367112,15103776,0,33481664
51171659,10713556,13996644,7883640,6850120,8370892,5241856,6593860,6369780,14823396,18776128,0,15103776,8002992
54295671,6399268,11799788,7111292,12650732,7908264,3684700,5643496,5636152,6129544,0,18776128,12367112,6357784
44185305,6313824,18251248,6186984,4195500,9999256,3404476,6632296,6249204,0,6129544,14823396,13996084,6783348
39545627,6029792,10745580,5608624,11376820,17024244,4093940,4307064,0,6249204,5636152,6369780,13445600,7925852
47049163,7130988,10519776,3873552,5731768,13942536,17352244,0,4307064,6632296,5643496,6593860,8856652,6262996
38506772,4913996,7926380,19364280,3457860,6010288,0,17352244,4093940,3404476,3684700,5241856,8384504,5110992
54369611,11151756,15744580,8085528,6189240,0,6010288,13942536,17024244,9999256,7908264,8370892,15986544,13883484
38652653,6255616,9051640,4019684,0,6189240,3457860,5731768,11376820,4195500,12650732,6850120,10094548,6939484
53090463,8781412,11750284,0,4019684,8085528,19364280,3873552,5608624,6186984,7111292,7883640,30611576,6378444
81690375,20788344,0,11750284,9051640,15744580,7926380,10519776,10745580,18251248,11799788,13996644,24666220,12987712
70447300,0,20788344,8781412,6255616,11151756,4913996,7130988,6029792,6313824,6399268,10713556,18657788,6770976
0,70447300,81690375,53090463,38652653,54369611,38506772,47049163,39545627,44185305,54295671,51171659,87697952,90359950

