54759189,3956580,3108024,2274080,3761472,2886664,3478752,2675776,1645500,1564128,1926940,1772956,2983692,0
52039247,3452456,2467936,1436400,2885372,2732980,2559032,2687712,1425652,1517228,1954428,1903108,0,2983692
44328283,2304580,2123620,1356484,2610336,2013504,1944848,2372472,1422372,1209648,1169816,0,1903108,1772956
40658071,2126780,2021428,1384788,2697832,1629336,2063708,2383020,1304460,1256548,0,1169816,1954428,1926940
41205343,2794772,2100280,1425652,2851112,1857644,2060028,2625764,1182948,0,1256548,1209648,1517228,1564128
40318267,2305080,2179192,1381128,2522368,1816080,2055688,2341948,0,1182948,1304460,1422372,1425652,1645500
33847248,3459580,2939336,2541480,3966480,3088848,3867640,0,2341948,2625764,2383020,2372472,2687712,2675776
34136024,2840940,2919456,2467940,3044168,2181496,0,3867640,2055688,2060028,2063708,1944848,2559032,3478752
33913255,3065020,2373648,1837416,3426832,0,2181496,3088848,1816080,1857644,1629336,2013504,2732980,2886664
35565648,3876188,2978756,2724512,0,3426832,3044168,3966480,2522368,2851112,2697832,2610336,2885372,3761472
39862355,2859248,1854052,0,2724512,1837416,2467940,2541480,1381128,1425652,1384788,1356484,1436400,2274080
40083084,3268804,0,1854052,2978756,2373648,2919456,2939336,2179192,2100280,2021428,2123620,2467936,3108024
36266070,0,3268804,2859248,3876188,3065020,2840940,3459580,2305080,2794772,2126780,2304580,3452456,3956580
0,36266070,40083084,39862355,35565648,33913255,34136024,33847248,40318267,41205343,40658071,44328283,52039247,54759189

