10,17614649,6778261,103381799,58186772
11,22294653,6778253,122101819,58186752
6,18984400,6778246,108860783,58186712
14,20158287,6778241,113556295,58186680
9,18211434,6778526,105772427,58190392
7,17490651,6778282,102885867,58186868
13,20057448,6778698,113158431,58192508
8,19667685,6778375,111595751,58188468
12,19982365,6778239,112852619,58186672
5,17717844,6778259,103794511,58186764
4,17107842,6778378,101356224,58188440
3,19509298,8472461,119188367,72730792
2,19046574,8472464,117337519,72730816
1,18641506,8472480,115717203,72730892
0,9801521,8572888,80643060,73323686
