1408145,181856,4472,33012,94096,73141,192781516,139722611,0
331496,1615879,79804,90016,230340,145640,231208,0,139722611
371781,1710838,81668,93021,289416,135260,0,231208,192781516
995741,1409772,63953,250728,142468,0,135260,145640,73141
203313,1415124,66500,240324,0,142468,289416,230340,94096
110693,4271356,29916,0,240324,250728,93021,90016,33012
41338,1063898,0,29916,66500,63953,81668,79804,4472
52964,0,1063898,4271356,1415124,1409772,1710838,1615879,181856
0,52964,41338,110693,203313,995741,371781,331496,1408145

