208856,20739,32513,23040,2097,2449,519,2175,1,2365,2554,921,2587,316452,1,162986,29275,10956,19451,64271,531,699,92809,2513,2,2221,1,21700,2620,0
3862,1084750,163,158,0,0,996,34,2,0,20,509,8,424,16,423,276,20751,147,4407,321,344,81,0,16,0,0,78,0,2620
6970,20499,407,8240,3687,1567,1416,0,4,2577,19,2051,29,721,0,650,5136,1113,1116,587,641,178,896,1622,0,0,0,0,78,21700
313,30,0,4,0,0,27,0,72,1,0,19,0,1,12,0,0,0,4,16,0,0,0,13,0,0,0,0,0,1
106977,60554,1446,0,17,19,1,68,0,13,357,5430,478,3267,0,5668,1,202,1,0,1,4459,2466,28,1,0,0,0,0,2221
316,32,0,12,0,0,3,0,20,0,9,15,2,1,57,1,0,1,0,3,0,0,0,1,0,1,0,0,16,2
5597,70220,26,2477,984,2098,4360,24,3,693,59,616,26,1,22,1,3990,103,1765,32,3685,544,0,0,1,28,13,1622,0,2513
5013,14348,1242,3224,0,237,137,458,0,14,1636,1814,2786,1960,0,1747,1998,1043,1279,1177,110,794,0,0,0,2466,0,896,81,92809
3708,1046261,901,171,410,545,337,5406,0,428,4979,1100,4904,1891,0,1757,382,789,186,239,466,0,794,544,0,4459,0,178,344,699
6290,1049127,166,1486,4290,4521,380,0,6,4099,32,783,19,252,1,271,2219,169,806,206,0,466,110,3685,0,1,0,641,321,531
24716,46621,433,15947,0,100,156,0,3,0,49,2028,29,684,0,865,3075,26687,1172,0,206,239,1177,32,3,0,16,587,4407,64271
7827,20718,427,6417,1150,3196,2480,0,0,2416,19,1870,26,586,0,508,6583,952,0,1172,806,186,1279,1765,0,1,4,1116,147,19451
11091,139866,1676,642,69,59,66,218,0,74,1029,2404,900,3019,3,3037,1843,0,952,26687,169,789,1043,103,1,202,0,1113,20751,10956
11474,32839,1519,8687,2494,2301,1327,0,0,4968,45,4031,44,2738,3,2268,0,1843,6583,3075,2219,382,1998,3990,0,1,0,5136,276,29275
10983,30645,9750,5153,1,364,326,4693,1,1,2549,3111,4044,6568,1,0,2268,3037,508,865,271,1757,1747,1,1,5668,0,650,423,162986
315,32,0,15,0,0,0,0,0,0,0,141,2,1,0,1,3,3,0,0,1,0,0,22,57,0,12,0,16,1
13149,37568,4582,6134,1,309,861,5139,1,5,6503,3726,5034,0,1,6568,2738,3019,586,684,252,1891,1960,1,1,3267,1,721,424,316452
6293,73127,2253,29,16,38,2,968,2,10,269,5442,0,5034,2,4044,44,900,26,29,19,4904,2786,26,2,478,0,29,8,2587
7011,1054250,2453,1721,670,620,568,5233,0,769,5142,0,5442,3726,141,3111,4031,2404,1870,2028,783,1100,1814,616,15,5430,19,2051,509,921
5973,63088,2650,19,31,22,44,214,0,28,0,5142,269,6503,0,2549,45,1029,19,49,32,4979,1636,59,9,357,0,19,20,2554
6067,67008,0,1046,1129,1537,4126,14,0,0,28,769,10,5,0,1,4968,74,2416,0,4099,428,14,693,0,13,1,2577,0,2365
318,42,0,5,0,0,295,0,0,0,0,0,2,1,0,1,0,0,0,3,6,0,0,3,20,0,72,4,2,1
6535,73638,3708,0,9,38,0,0,0,14,214,5233,968,5139,0,4693,0,218,0,0,0,5406,458,24,0,68,0,0,34,2175
6143,1047171,208,699,3460,3983,0,0,295,4126,44,568,2,861,0,326,1327,66,2480,156,380,337,137,4360,3,1,27,1416,996,519
5837,67565,104,2525,1372,0,3983,38,0,1537,22,620,38,309,0,364,2301,59,3196,100,4521,545,237,2098,0,19,0,1567,0,2449
5186,64433,0,1921,0,1372,3460,9,0,1129,31,670,16,1,0,1,2494,69,1150,0,4290,410,0,984,0,17,0,3687,0,2097
7100,20013,3330,0,1921,2525,699,0,5,1046,19,1721,29,6134,15,5153,8687,642,6417,15947,1486,171,3224,2477,12,0,4,8240,158,23040
6710,18148,0,3330,0,104,208,3708,0,0,2650,2453,2253,4582,0,9750,1519,1676,427,433,166,901,1242,26,0,1446,0,407,163,32513
6794,0,18148,20013,64433,67565,1047171,73638,42,67008,63088,1054250,73127,37568,32,30645,32839,139866,20718,46621,1049127,1046261,14348,70220,32,60554,30,20499,1084750,20739
0,6794,6710,7100,5186,5837,6143,6535,318,6067,5973,7011,6293,13149,315,10983,11474,11091,7827,24716,6290,3708,5013,5597,316,106977,313,6970,3862,208856

