11061990,7454316,3320708,3299016,3340872,3288100,3378920,3270484,3290884,3397168,0
8998702,7651548,3381188,3373508,3402796,3415408,3440300,3425892,3388288,0,3397168
5289599,7619760,3425052,3322076,3404120,3312988,3352164,3296296,0,3388288,3290884
5205302,7581464,3394260,3286884,3422856,3252532,3307452,0,3296296,3425892,3270484
5220854,7695912,3432068,3371420,3479812,3301764,0,3307452,3352164,3440300,3378920
5067586,7577692,3374760,3408856,3405116,0,3301764,3252532,3312988,3415408,3288100
4179710,7573612,3390108,3341828,0,3405116,3479812,3422856,3404120,3402796,3340872
4653250,7486380,3308568,0,3341828,3408856,3371420,3286884,3322076,3373508,3299016
4512494,7480400,0,3308568,3390108,3374760,3432068,3394260,3425052,3381188,3320708
13435218,0,7480400,7486380,7573612,7577692,7695912,7581464,7619760,7651548,7454316
0,13435218,4512494,4653250,4179710,5067586,5220854,5205302,5289599,8998702,11061990

