24726943,2780832,3293844,3319612,3964664,3262460,3256080,3247400,3314612,0
25800803,2813900,3303272,3417380,3660132,3274896,3266208,3272372,0,3314612
30241719,2946488,3333384,3268844,3555724,3238040,3242176,0,3272372,3247400
31166723,3044540,3238536,3246584,3509012,3265736,0,3242176,3266208,3256080
26798095,2817860,3250264,3276784,3694816,0,3265736,3238040,3274896,3262460
30555427,3239792,3781092,3634980,0,3694816,3509012,3555724,3660132,3964664
19194499,2557624,3465168,0,3634980,3276784,3246584,3268844,3417380,3319612
19589819,2670432,0,3465168,3781092,3250264,3238536,3333384,3303272,3293844
94382080,0,2670432,2557624,3239792,2817860,3044540,2946488,2813900,2780832
0,94382080,19589819,19194499,30555427,26798095,31166723,30241719,25800803,24726943

