29331,0,7248,0,0,440,348,0,8844,320,0,0,0,132480,640,0,144,8,1460,8,1884,24588,2012,1640,3072,2860,4188,1368,1828,2068,3196,172,5724,2524,0,2532,8056,5868,14684,57670,1432,0
37731,0,504,0,0,1344,9248,0,12092,444,0,0,0,214168,612,12,0,8,1356,4772,1100,78964,1432,10576,164,2536,0,7556,4580,1092,14512,9524,1260,1768,7488,0,1356,1552,44,79892,0,1432
1367284,68,4328,68,68,4996,4428,68,12373,4320,68,68,96,169104,5800,6689,7529,8892,9684,5760,1015428,444969,1951267,136023,5004,586190,4604,57616,74549,241271,13848,16479,66579,23680,14628,4776,92421,75553,5832,0,79892,57670
21777,0,23545,0,0,180,12,0,960,1860,108,0,0,136124,2428,80,92,60,64,8,0,144,156,144,6084,0,1864,0,144,144,512,120,5784,264,52,2040,6528,6640,0,5832,44,14684
37548,0,9500,0,0,992,468,0,10116,592,0,0,0,173866,900,0,0,8,1316,8,1716,4560,1376,1328,14200,2044,4804,1012,1444,1060,4512,864,6356,6176,0,7312,13248,0,6640,75553,1552,5868
37512,0,9268,0,0,640,404,0,9768,512,0,0,0,178058,1076,0,288,8,1068,8,2216,6808,3264,2324,10668,3768,14072,2040,2276,2132,3956,596,4308,6848,0,3248,0,13248,6528,92421,1356,8056
19013,0,20812,0,52,104,0,0,960,2128,0,0,0,134090,1680,72,56,24,68,8,0,104,0,0,28,44,3676,0,0,0,624,0,16368,140,16,0,3248,7312,2040,4776,0,2532
20846,0,32,0,0,8,22008,0,15556,1056,0,0,0,131340,4292,60,96,72,48,4092,96,0,32,14748,108,176,56,1372,3192,0,10212,10532,0,116,0,16,0,0,52,14628,7488,0
88798,0,8,0,0,105333,0,0,3852,11680,228,0,0,563508,6864,380,296,96,1036,92,1248,144128,1524,2900,72,3964,172,1028,2016,884,2080,212,5612,0,116,140,6848,6176,264,23680,1768,2524
32326,0,8048,0,0,508,404,0,8924,64304,0,0,0,156712,1008,0,432,8,1152,52,860,11384,1956,1376,3552,1744,8040,944,1068,24852,3652,308,0,5612,0,16368,4308,6356,5784,66579,1260,5724
22149,0,140,0,0,164,23141,0,27772,2228,12,0,52,152608,3596,312,184,108,232,4724,164,0,16,8452,168,304,172,8448,5296,16,10320,0,308,212,10532,0,596,864,120,16479,9524,172
