213121,21079,108,714,772,542,3442,2885,2518,2992,2530,17154,154050,208408,147578,184295,140674,0
52631,90767,1456,2932,376,345,9999,0,24,2326,0,43892,3236,5057,2248,27777,0,140674
18690,32783,1325,2884,1161,1527,1066,3487,4015,5146,2617,6763,7040,6748,6684,0,27777,184295
19657,34958,1418,4268,1710,1143,1055,4238,2604,5382,4772,5372,4990,8292,0,6684,2248,147578
17748,32387,1517,3500,1341,1021,854,3476,3291,4345,3879,3991,7069,0,8292,6748,5057,208408
17695,31778,1867,3143,1347,1231,739,2759,2927,7890,1987,4599,0,7069,4990,7040,3236,154050
25127,275362,352,1068,717,3904,40064,148,732,2211,103,0,4599,3991,5372,6763,43892,17154
9042,99787,491,5700,4325,4882,1,3142,2266,2491,0,103,1987,3879,4772,2617,0,2530
109678,97200,390,4604,4261,4951,1491,1491,3135,0,2491,2211,7890,4345,5382,5146,2326,2992
8859,100313,416,3804,6012,4597,2,3145,0,3135,2266,732,2927,3291,2604,4015,24,2518
8930,104195,440,4841,4941,3781,15,0,3145,1491,3142,148,2759,3476,4238,3487,0,2885
8903,2140291,388,1184,787,725,0,15,2,1491,1,40064,739,854,1055,1066,9999,3442
6564,1045740,360,1293,1117,0,725,3781,4597,4951,4882,3904,1231,1021,1143,1527,345,542
4285,1045862,439,1535,0,1117,787,4941,6012,4261,4325,717,1347,1341,1710,1161,376,772
6697,1046182,1213,0,1535,1293,1184,4841,3804,4604,5700,1068,3143,3500,4268,2884,2932,714
322,54,0,1213,439,360,388,440,416,390,491,352,1867,1517,1418,1325,1456,108
6719,0,54,1046182,1045862,1045740,2140291,104195,100313,97200,99787,275362,31778,32387,34958,32783,90767,21079
0,6719,322,6697,4285,6564,8903,8930,8859,109678,9042,25127,17695,17748,19657,18690,52631,213121

