910178,300354,733782,300088,304191,298249,290116,297122,297769,292500,304747,303025,0
527162,300545,729643,298932,292357,298057,298360,291085,287888,294450,291263,0,303025
1515371,293508,732549,292015,294402,296211,294618,283388,300330,292276,0,291263,304747
524857,288238,724444,289350,289593,292350,287243,280353,285971,0,292276,294450,292500
577661,291166,726908,291348,288762,298330,288808,282155,0,285971,300330,287888,297769
520104,283132,724998,286760,282897,287402,283129,0,282155,280353,283388,291085,297122
554721,292476,724517,294352,285070,294046,0,283129,288808,287243,294618,298360,290116
517695,295484,728025,298229,283887,0,294046,287402,298330,292350,296211,298057,298249
526658,293282,722520,298398,0,283887,285070,282897,288762,289593,294402,292357,304191
471628,278784,707968,0,298398,298229,294352,286760,291348,289350,292015,298932,300088
1580162,718516,0,707968,722520,728025,724517,724998,726908,724444,732549,729643,733782
468114,0,718516,278784,293282,295484,292476,283132,291166,288238,293508,300545,300354
0,468114,1580162,471628,526658,517695,554721,520104,577661,524857,1515371,527162,910178

