33747646,4812349,2585563,3951689,4793761,7535140,7037945,4439230,4635079,0
15788756,3045508,2699143,5117574,5133145,4740728,2987709,2723425,0,4635079
15189782,4686701,3210712,3291053,4966029,5628837,3894932,0,2723425,4439230
25146476,3781223,6672810,2703244,3554871,2043860,0,3894932,2987709,7037945
43025500,6410313,2101938,4186884,5001414,0,2043860,5628837,4740728,7535140
14422270,3577306,3442377,3394008,0,5001414,3554871,4966029,5133145,4793761
16232765,4159744,6364180,0,3394008,4186884,2703244,3291053,5117574,3951689
18894058,3806793,0,6364180,3442377,2101938,6672810,3210712,2699143,2585563
17082235,0,3806793,4159744,3577306,6410313,3781223,4686701,3045508,4812349
0,17082235,18894058,16232765,14422270,43025500,25146476,15189782,15788756,33747646

