1366979,168256,6348,4344,4896,5568,32,9872,4936,5232,9697,32,32,32,7692,32,5804,80,32,18287,5056,10077,4292,13653,32,32,15096,84,4584,7889,4428,2469961,87549,5164,925499,81944,107527,3769669,5532,61180,106771,1966322,105054,71731,63152,9964,87595,97997,81500,90077,0
40433,168824,320,604,9992,0,0,60,164,0,1440,0,0,0,0,0,5180,0,0,128,288,144,308,8268,0,0,0,0,0,84,368,2332,2396,6420,1468,1376,1420,2476,12648,760,1716,1864,1880,1340,2280,18036,6088,8916,6404,0,90077
37347,151796,312,620,9276,0,0,144,0,0,2900,0,0,0,0,0,12644,0,0,256,288,144,340,7692,0,0,0,0,0,144,384,2372,1216,4932,1388,1652,1328,2420,10424,936,1552,1392,1532,868,2612,11984,5336,4664,0,6404,81500
42575,171884,516,540,10548,0,0,4,144,0,2036,0,0,0,24,0,5856,0,0,128,288,0,296,8124,0,0,0,0,0,144,448,3564,1280,16000,1356,1868,1764,3124,3200,2224,1528,1600,2708,1332,2560,18700,8280,0,4664,8916,97997
37422,160044,316,1008,9144,0,0,0,0,0,1460,0,0,0,0,0,6400,0,0,104,164,4,260,9172,0,0,0,0,0,0,252,6864,3292,2512,3804,3748,4168,8176,5148,2420,3912,5644,5172,3268,2408,22112,0,8280,5336,6088,87595
27165,164275,3152,2432,29369,108,0,44,28,100,520,32,0,92,0,0,1980,0,0,192,192,108,0,1112,0,0,20,0,16,16,0,15064,9640,3008,6272,5980,9344,6968,4356,8336,9028,8488,13552,4480,7388,0,22112,18700,11984,18036,9964
27195,140549,352,616,212,0,0,0,8008,3212,948,0,0,0,0,0,588,0,0,80,2516,144,6492,5512,0,0,0,0,8268,4,200,4784,1252,620,1932,1596,2248,2460,36,4392,3640,2816,3404,1280,0,7388,2408,2560,2612,2280,63152
32458,154217,100,144,232,17948,0,164,168,0,1752,8,0,0,80,0,8,0,0,5540,144,2168,168,7812,0,0,4120,0,0,160,6608,3188,864,0,1376,3472,5716,2920,72,456,5816,2412,1384,0,1280,4480,3268,1332,868,1340,71731
44752,186853,472,204,412,0,16,0,6148,12424,1768,0,0,24,0,0,68,0,0,144,14440,0,11096,9520,0,0,0,0,4144,0,404,3312,7600,88,1404,1088,1788,3376,588,2916,1340,1900,0,1384,3404,13552,5172,2708,1532,1880,105054
63356,306184,4924,97456,236,16,72,8324,0,0,14552,0,0,32,20928,0,0,0,0,268,308,16,121804,8588,0,0,4,0,20,6176,372,17040,1012,0,9200,1272,1844,18384,0,408,11296,0,1900,2412,2816,8488,5644,1600,1392,1864,1966322
42849,220804,244,300,256,4788,0,0,144,0,1336,8,0,0,0,0,32,0,0,12196,144,9028,180,5648,0,0,7448,0,0,8,10460,14260,820,0,11288,5176,7084,18640,44,948,0,11296,1340,5816,3640,9028,3912,1528,1552,1716,106771
27207,129612,248,456,364,0,0,144,6432,4244,1624,0,0,0,0,0,568,0,0,80,7472,0,6744,4852,0,0,0,0,7320,44,156,852,2724,0,408,740,972,1852,0,0,948,408,2916,456,4392,8336,2420,2224,936,760,61180
22201,123098,2704,1792,24640,84,16,16,52,52,512,0,0,0,16,0,2012,0,0,188,16,84,12,1200,0,0,0,0,52,96,8,0,48,4704,0,0,8,0,0,0,44,0,588,72,36,4356,5148,3200,10424,12648,5532
75682,335708,14177,5460,368,8,0,16092,0,0,15964,0,0,0,5736,0,12,0,0,264,156,248,388,9868,0,0,32,0,0,19652,324,27244,2048,0,16620,3344,3476,0,0,1852,18640,18384,3376,2920,2460,6968,8176,3124,2420,2476,3769669
37433,168288,148,344,204,1588,0,0,144,0,1156,0,44,0,0,0,0,0,0,6728,288,13700,120,4984,0,0,9600,0,0,140,9116,3632,676,24,1196,3552,0,3476,8,972,7084,1844,1788,5716,2248,9344,4168,1764,1328,1420,107527
35210,150896,348,588,360,4876,0,0,0,0,1028,0,8,0,32,0,0,0,0,9076,0,9312,212,7324,0,8,7396,0,0,144,8632,1572,1004,0,1576,0,3552,3344,0,740,5176,1272,1088,3472,1596,5980,3748,1868,1652,1376,81944
52853,272208,6052,7744,232,16,64,14500,40,8,11476,8,0,0,8404,0,0,0,0,176,0,0,200,6824,0,0,0,44,0,7312,296,14828,796,0,0,1576,1196,16620,0,408,11288,9200,1404,1376,1932,6272,3804,1356,1388,1468,925499
21982,132474,2840,1656,25132,36,16,56,152,0,528,0,0,0,16,0,6796,0,24,232,44,0,0,1200,0,0,68,0,32,104,44,8,24,0,0,0,24,0,4704,0,0,0,88,0,620,3008,2512,16000,4932,6420,5164
38155,181448,568,632,364,0,16,4,9220,11184,1760,0,28,0,12,8,588,0,0,124,4624,144,9460,9004,0,0,0,0,7984,68,292,2476,0,24,796,1004,676,2048,48,2724,820,1012,7600,864,1252,9640,3292,1280,1216,2396,87549
90179,384736,11668,11008,324,32,16,14456,0,0,24468,0,12,0,14408,0,0,0,0,272,0,16,272,10500,0,0,16,0,0,13140,404,0,2476,8,14828,1572,3632,27244,0,852,14260,17040,3312,3188,4784,15064,6864,3564,2372,2332,2469961
