528293858,54899196,33421060,27710152,18090708,11594868,12714412,15333564,0
451536851,35330764,22668096,16535056,13148752,9365352,16503536,0,15333564
416333643,29251136,18287136,18019008,11078080,23101152,0,16503536,12714412
474628122,30043240,23850484,17933172,25942060,0,23101152,9365352,11594868
320745427,21101632,15477720,25987644,0,25942060,11078080,13148752,18090708
288729339,19863832,31754308,0,25987644,17933172,18019008,16535056,27710152
301267059,32271296,0,31754308,15477720,23850484,18287136,22668096,33421060
258156478,0,32271296,19863832,21101632,30043240,29251136,35330764,54899196
0,258156478,301267059,288729339,320745427,474628122,416333643,451536851,528293858

