135111775,19275840,10746412,15836792,19205368,31583416,29600200,17779236,18564204,0
63227451,12184868,10833844,21990212,21597600,18999944,11967964,10920852,0,18564204
60831055,19750076,12845500,13184004,20500808,22560952,15582336,0,10920852,17779236
100643715,15127164,28437936,10951792,14239656,8293236,0,15582336,11967964,29600200
172202460,25687728,8443952,16792636,20060360,0,8293236,22560952,18999944,31583416
57770644,14340124,13797800,13611088,0,20060360,14239656,20500808,21597600,19205368
65011993,16651660,27300604,0,13611088,16792636,10951792,13184004,21990212,15836792
75641597,15227792,0,27300604,13797800,8443952,28437936,12845500,10833844,10746412
69394548,0,15227792,16651660,14340124,25687728,15127164,19750076,12184868,19275840
0,69394548,75641597,65011993,57770644,172202460,100643715,60831055,63227451,135111775

