10346246,5261152,10533688,5290612,5164564,5301004,5207688,5247496,0
5983259,5234772,10545776,5323408,5280888,5262972,5196392,0,5247496
6558654,5372696,10507280,5364580,5233892,5268040,0,5196392,5207688
11675974,5233020,10433348,5274836,5102148,0,5268040,5262972,5301004
6503262,5262676,10412400,5217804,0,5102148,5233892,5280888,5164564
5480642,5245352,10496980,0,5217804,5274836,5364580,5323408,5290612
14964354,10429856,0,10496980,10412400,10433348,10507280,10545776,10533688
6110126,0,10429856,5245352,5262676,5233020,5372696,5234772,5261152
0,6110126,14964354,5480642,6503262,11675974,6558654,5983259,10346246

