99502,458588,8444,560,0,784,16920,11100,460,76,0,0,53868,52512,25504,16008,15524,17028,201751,89204,0
199056,937681,22564,3464,96,2168,27096,30208,552,8,0,0,62908,154204,73764,58368,55424,52540,538526,0,89204
1376775,167672,6254,4072,0,4144,16566,4704,13903,13068,11928,12481,50693,38556,3056083,971281,2888018,4534148,0,538526,201751
94042,459694,18040,6216,0,8204,2104,1152,17000,24356,22200,12088,2840,32060,28408,18576,20364,0,4534148,52540,17028
98808,496568,17884,8604,0,10272,3008,800,18196,14864,11184,35436,1360,30936,23524,27408,0,20364,2888018,55424,15524
99231,477905,15001,12200,0,7608,2332,1032,26800,16008,28348,7820,1820,32672,27604,0,27408,18576,971281,58368,16008
119656,549689,23728,10876,0,10264,3276,1268,22640,32224,12376,26680,3112,39752,0,27604,23524,28408,3056083,73764,25504
87441,610627,7856,2624,0,11768,63684,53473,1256,180,344,428,51952,0,39752,32672,30936,32060,38556,154204,52512
84370,538793,6976,4600,0,12428,58437,50976,6392,492,244,2888,0,51952,3112,1820,1360,2840,50693,62908,53868
854496,434316,35624,23556,0,22272,60,168,13956,13084,12524,0,2888,428,26680,7820,35436,12088,12481,0,0
55477,408980,26760,26852,0,25504,72,8,20348,13220,0,12524,244,344,12376,28348,11184,22200,11928,0,0
62833,415111,23964,31936,52,31236,240,8,19512,0,13220,13084,492,180,32224,16008,14864,24356,13068,8,76
63129,417653,35868,20753,0,27761,488,436,0,19512,20348,13956,6392,1256,22640,26800,18196,17000,13903,552,460
46036,1066090,4780,1784,16,2752,3576,0,436,8,8,168,50976,53473,1268,1032,800,1152,4704,30208,11100
31147,1100811,6348,1628,176,2496,0,3576,488,240,72,60,58437,63684,3276,2332,3008,2104,16566,27096,16920
40406,1056845,4896,1828,236,0,2496,2752,27761,31236,25504,22272,12428,11768,10264,7608,10272,8204,4144,2168,784
1601,344,60,988,0,236,176,16,0,52,0,0,0,0,0,0,0,0,0,96,0
39513,1059819,4956,0,988,1828,1628,1784,20753,31936,26852,23556,4600,2624,10876,12200,8604,6216,4072,3464,560
28578,1060905,0,4956,60,4896,6348,4780,35868,23964,26760,35624,6976,7856,23728,15001,17884,18040,6254,22564,8444
53361,0,1060905,1059819,344,1056845,1100811,1066090,417653,415111,408980,434316,538793,610627,549689,477905,496568,459694,167672,937681,458588
0,53361,28578,39513,1601,40406,31147,46036,63129,62833,55477,854496,84370,87441,119656,99231,98808,94042,1376775,199056,99502

