1217835,1100878,507724,536763,512028,507954,507364,512050,515639,0
650488,1094416,513392,526331,509625,522229,513733,506020,0,515639
652824,1105583,522036,531226,517553,518206,513330,0,506020,512050
735550,1101572,530432,523660,502491,511170,0,513330,513733,507364
734477,1086757,520213,517621,498189,0,511170,518206,522229,507954
1713772,1085954,511863,508726,0,498189,502491,517553,509625,512028
613981,1099460,514424,0,508726,517621,523660,531226,526331,536763
648758,1087634,0,514424,511863,520213,530432,522036,513392,507724
1726385,0,1087634,1099460,1085954,1086757,1101572,1105583,1094416,1100878
0,1726385,648758,613981,1713772,734477,735550,652824,650488,1217835

