33,44888523,23859912,200608032,101733807
34,23721518,12708025,105913646,54691375
36,27971551,14773417,124530587,62304669
37,27286955,14395515,121697271,60216572
35,23920164,12672737,106714489,53043913
32,1780856,641545,11986307,4544212
38,65082683,34381516,290342381,144505997
31,44599592,23822931,200058870,101117503
29,43500527,23325365,195005931,99971149
30,38403666,18721177,160745869,84190175
28,41950490,21478087,180073910,96215262
27,58032339,28975206,245673951,131193800
26,57206976,29275246,246102225,130430410
22,1572827,563337,7142964,2305702
24,3436847,1180271,25400256,8152190
9,1798,1295,10429,7870
12,7424007,2545642,54877754,17583237
10,6648439,2282355,49139002,15765335
8,41971350,14717441,189153432,59048539
23,42088463,14758854,189687498,59218793
21,41965056,14714850,189120240,59035784
25,3356291,1155151,24799460,7980263
15,7017297,2403929,51875598,16604184
18,6399283,2197026,47298368,15176635
16,6118950,2105314,45216872,14543829
17,3651145,1255688,26980276,8674745
19,3662170,1257220,27065979,8684795
20,1798,1295,10429,7870
14,7339541,2519785,54246767,17405355
11,6268735,2152915,46330708,14871365
7,1699,1227,9743,7360
13,7159398,2459059,52913061,16986110
5,1700,1228,9751,7368
4,1700,1228,9751,7368
2,41970632,14718740,189173548,59067421
6,42292392,14832533,190638443,59532514
3,1700,1228,9751,7368
1,1392217,869952,23922787,11499056
0,2186192,617599,12775034,3612200
