14,22266904,11544483,164062346,90103197
13,22436433,11623721,165295286,90724973
12,22364079,11585630,164762190,90425449
11,22336134,11573826,164555402,90331961
10,22522717,11647466,165885334,90906849
9,22392608,11595214,164959432,90498639
8,22475840,11636658,165567638,90824045
7,22436289,11614021,165273371,90645377
6,22471564,11625802,165517386,90737545
5,22448612,11618553,165360406,90681317
4,22310493,11559413,164366302,90218657
3,22548163,11656891,166067598,90980601
2,22583679,11672088,166326367,91101225
1,22555700,11659648,166120950,91001821
0,85793585,53114059,647622576,417359087
