53416,1062510,395319,1054126,546772,488372,1053615,169944,455990,440016,1054453,40873,489433,436731,1056730,415752,556,393488,416241,396073,448589,336185,446940,0
105181,14100,19260,2192,17072,25644,640,208960,15088,68,1004,13860,10144,24,15868,37224,41900,164,18652,29528,13408,32976,0,446940
48075,37180,16756,3240,14444,33416,8236,41288,9588,1304,5048,75028,10076,952,31945,23740,12,1196,26928,752,6704,0,32976,336185
48073,484,1756,6804,120788,13004,9492,1420921,24532,21648,8549,12176,23672,17784,2420,596,35524,4308,10404,49452,0,6704,13408,448589
52240,0,176,26228,43372,27408,23944,16508,40092,9144,28044,2976,42776,17604,340,484,432,17080,24220,0,49452,752,29528,396073
88864,13344,26472,1976,134544,20840,608,170577,59528,0,608,14472,7384,0,11288,20660,35368,156,0,24220,10404,26928,18652,416241
851260,0,164,26649,24312,316,25972,12953,22232,18516,26972,2916,24844,12496,536,260,360,0,156,17080,4308,1196,164,393488
1772,576,48,1636,47900,41608,752,1352,37628,248,756,1664,41828,240,368,184,0,360,35368,432,35524,12,41900,556
58825,30217,28612,5384,1828,23596,5124,17972,760,160,3192,5728,1288,180,35488,0,184,260,20660,484,596,23740,37224,415752
36858,6908,25844,3500,3256,16864,3216,5272,3340,440,2260,6264,4016,308,0,35488,368,536,11288,340,2420,31945,15868,1056730
58977,0,608,24084,21704,8,34073,14388,24476,18896,26888,3548,21720,0,308,180,240,12496,0,17604,17784,952,24,436731
57082,768,320,23240,34672,11584,11176,1473144,20044,19292,4148,13040,0,21720,4016,1288,41828,24844,7384,42776,23672,10076,10144,489433
4054,5308,7572,5108,13580,14260,4200,14153,15584,3516,3540,0,13040,3548,6264,5728,1664,2916,14472,2976,12176,75028,13860,40873
23913,2024,3760,2972,12756,788,2344,5456,14004,37444,0,3540,4148,26888,2260,3192,756,26972,608,28044,8549,5048,1004,1054453
58923,72,404,28716,33912,8,21260,13529,13024,0,37444,3516,19292,18896,440,160,248,18516,0,9144,21648,1304,68,440016
53248,964,1992,8344,61676,13420,5816,5324382,0,13024,14004,15584,20044,24476,3340,760,37628,22232,59528,40092,24532,9588,15088,455990
1363480,4776,15636,4152,5745796,274026,4068,0,5324382,13529,5456,14153,1473144,14388,5272,17972,1352,12953,170577,16508,1420921,41288,208960,169944
35325,76620,4660,3316,8332,928,0,4068,5816,21260,2344,4200,11176,34073,3216,5124,752,25972,608,23944,9492,8236,640,1053615
104999,12192,34088,1716,11980,0,928,274026,13420,8,788,14260,11584,8,16864,23596,41608,316,20840,27408,13004,33416,25644,488372
63434,864,24,12108,0,11980,8332,5745796,61676,33912,12756,13580,34672,21704,3256,1828,47900,24312,134544,43372,120788,14444,17072,546772
35980,18420,4560,0,12108,1716,3316,4152,8344,28716,2972,5108,23240,24084,3500,5384,1636,26649,1976,26228,6804,3240,2192,1054126
55020,34356,0,4560,24,34088,4660,15636,1992,404,3760,7572,320,608,25844,28612,48,164,26472,176,1756,16756,19260,395319
40980,0,34356,18420,864,12192,76620,4776,964,72,2024,5308,768,0,6908,30217,576,0,13344,0,484,37180,14100,1062510
0,40980,55020,35980,63434,104999,35325,1363480,53248,58923,23913,4054,57082,58977,36858,58825,1772,851260,88864,52240,48073,48075,105181,53416

