14032272,314851,358952,239893,240104,301007,250627,239625,0
13218752,304852,295218,239997,239610,301323,250659,0,239625
15589438,325466,393768,250879,250751,315542,0,250659,250627
12159949,340315,318210,301223,300957,0,315542,301323,301007
14837664,301738,366771,239935,0,300957,250751,239610,240104
13494112,270132,277331,0,239935,301223,250879,239997,239893
13794927,379899,0,277331,366771,318210,393768,295218,358952
9972318,0,379899,270132,301738,340315,325466,304852,314851
0,9972318,13794927,13494112,14837664,12159949,15589438,13218752,14032272

