9742578,8773796,4029360,4254748,4080656,4044680,4036468,4061352,4094068,0
5203799,8732992,4083928,4176192,4051544,4142424,4069116,4019324,0,4094068
5222478,8802624,4135760,4195252,4109540,4110324,4066728,0,4019324,4061352
5884302,8772816,4204280,4144824,4002212,4066880,0,4066728,4069116,4036468
5875718,8662560,4126376,4098192,3970436,0,4066880,4110324,4142424,4044680
11790474,8662644,4067268,4035832,0,3970436,4002212,4109540,4051544,4080656
4911750,8757592,4085608,0,4035832,4098192,4144824,4195252,4176192,4254748
5189945,8675884,0,4085608,4067268,4126376,4204280,4135760,4083928,4029360
13810982,0,8675884,8757592,8662644,8662560,8772816,8802624,8732992,8773796
0,13810982,5189945,4911750,11790474,5875718,5884302,5222478,5203799,9742578

