1384185,165384,174374,123142,9364,10876,4152,9876,8,10580,12171,6704,11833,1704805,8,879306,160727,53365,107102,355590,4244,5346,483306,11112,16,9964,8,130603,16086,0
24631,1100540,732,904,0,0,4548,204,12,0,148,2088,52,1812,92,2164,1380,118901,780,34748,1296,1392,356,0,92,0,0,336,0,16086
31087,291728,2636,60164,23344,9268,10932,0,24,16012,152,12096,180,4832,0,4300,29172,6684,6788,3904,4488,812,5524,9216,0,0,0,0,336,130603
1344,156,0,32,0,0,140,0,340,8,0,108,0,8,68,0,0,0,32,92,0,0,0,52,0,0,0,0,0,8
836880,251870,8212,0,88,116,8,364,0,64,1992,32484,2596,19108,0,35144,8,1188,8,0,8,26268,14372,168,4,0,0,0,0,9964
1360,200,0,80,0,0,24,0,112,0,36,60,16,8,252,8,0,8,0,24,0,0,0,8,0,4,0,0,92,16
37167,289937,156,15620,5576,11952,24824,144,24,3964,352,4688,140,8,128,8,25104,604,10772,188,20824,4352,0,0,8,168,52,9216,0,11112
22374,200292,7412,23596,0,1428,696,2460,0,80,10036,11796,16900,12012,0,10268,11812,6264,7808,7256,444,5784,0,0,0,14372,0,5524,356,483306
23949,1056933,6720,860,3280,4360,1372,31852,0,3424,29652,5492,29552,13833,0,12908,1608,5824,756,1036,1872,0,5784,4352,0,26268,0,812,1392,5346
36908,1059190,748,11168,24468,25672,1568,0,32,23253,208,4092,116,1052,8,1132,16456,1012,5812,896,0,1872,444,20824,0,8,0,4488,1296,4244
138898,671100,2940,111224,0,604,740,0,24,0,392,11924,180,4532,0,5980,17016,159344,7460,0,896,1036,7256,188,24,0,92,3904,34748,355590
34784,291998,2756,43992,6664,20548,15076,0,0,14716,152,10964,160,4036,0,3544,36480,5724,0,7460,5812,756,7808,10772,0,8,32,6788,780,107102
74417,580952,10064,3864,424,372,396,1304,0,440,7808,18332,4088,18132,24,18032,11068,0,5724,159344,1012,5824,6264,604,8,1188,0,6684,118901,53365
51268,492544,8600,59988,15344,12940,10068,0,0,30976,328,23764,268,15500,24,12768,0,11068,36480,17016,16456,1608,11812,25104,0,8,0,29172,1380,160727
49077,416336,43520,40668,8,2192,1640,28688,8,8,13856,20928,23888,38724,8,0,12768,18032,3544,5980,1132,12908,10268,8,8,35144,0,4300,2164,879306
1360,168,0,96,0,0,0,0,0,0,0,996,16,8,0,8,24,24,0,0,8,0,0,128,252,0,68,0,92,8
59137,507076,27024,48536,8,1856,4616,30904,8,40,40052,25384,30296,0,8,38724,15500,18132,4036,4532,1052,13833,12012,8,8,19108,8,4832,1812,1704805
41966,302889,13608,176,100,244,16,5252,16,80,1620,32189,0,30296,16,23888,268,4088,160,180,116,29552,16900,140,16,2596,0,180,52,11833
41153,1066538,16380,10236,5120,4720,2332,31596,0,5912,30728,0,32189,25384,996,20928,23764,18332,10964,11924,4092,5492,11796,4688,60,32484,108,12096,2088,6704
39673,262089,15944,152,228,176,276,1072,0,196,0,30728,1620,40052,0,13856,328,7808,152,392,208,29652,10036,352,36,1992,0,152,148,12171
40245,277776,0,5332,6340,8832,23336,80,0,0,196,5912,80,40,0,8,30976,440,14716,0,23253,3424,80,3964,0,64,8,16012,0,10580
1372,248,0,40,0,0,1684,0,0,0,0,0,16,8,0,8,0,0,0,24,32,0,0,24,112,0,340,24,12,8
43436,304986,22460,0,52,260,0,0,0,80,1072,31596,5252,30904,0,28688,0,1304,0,0,0,31852,2460,144,0,364,0,0,204,9876
36004,1060277,1056,4888,19668,22737,0,0,1684,23336,276,2332,16,4616,0,1640,10068,396,15076,740,1568,1372,696,24824,24,8,140,10932,4548,4152
38648,279614,624,16452,7764,0,22737,260,0,8832,176,4720,244,1856,0,2192,12940,372,20548,604,25672,4360,1428,11952,0,116,0,9268,0,10876
34420,266163,0,11492,0,7764,19668,52,0,6340,228,5120,100,8,0,8,15344,424,6664,0,24468,3280,0,5576,0,88,0,23344,0,9364
31813,282528,26012,0,11492,16452,4888,0,40,5332,152,10236,176,48536,96,40668,59988,3864,43992,111224,11168,860,23596,15620,80,0,32,60164,904,123142
29947,249080,0,26012,0,624,1056,22460,0,0,15944,16380,13608,27024,0,43520,8600,10064,2756,2940,748,6720,7412,156,0,8212,0,2636,732,174374
53669,0,249080,282528,266163,279614,1060277,304986,248,277776,262089,1066538,302889,507076,168,416336,492544,580952,291998,671100,1059190,1056933,200292,289937,200,251870,156,291728,1100540,165384
0,53669,29947,31813,34420,38648,36004,43436,1372,40245,39673,41153,41966,59137,1360,49077,51268,74417,34784,138898,36908,23949,22374,37167,1360,836880,1344,31087,24631,1384185

