3308652,1383636,1193604,1221224,1204864,1272952,1228676,1227012,3720412,1230964,1192380,1234408,1290064,1241248,1203944,1216684,0
3179445,1311400,1221372,1282840,1224772,1224148,1253172,1221224,3673776,1249324,1230296,1244652,1235960,1258000,1219844,0,1216684
3308665,1344696,1228284,1213184,1211336,1226736,1170468,1233860,3663604,1159840,1207064,1274572,1215804,1248432,0,1219844,1203944
2734917,1379992,1265656,1270712,1197048,1247496,1225160,1222576,3744324,1266464,1206704,1278572,1190884,0,1248432,1258000,1241248
2587805,1531796,1214856,1270792,1189780,1212192,1191416,1231028,3705412,1245324,1233636,1282788,0,1190884,1215804,1235960,1290064
3123525,1401456,1250764,1307968,1232464,1237152,1219416,1234048,3737200,1281652,1289200,0,1282788,1278572,1274572,1244652,1234408
3373741,1347176,1207560,1222268,1194816,1239092,1224204,1279552,3659064,1234104,0,1289200,1233636,1206704,1207064,1230296,1192380
3192533,1380988,1214780,1239404,1190904,1254316,1260056,1259700,3716920,0,1234104,1281652,1245324,1266464,1159840,1249324,1230964
17868661,3828840,3745272,3715752,3734060,3708024,3717492,3773560,0,3716920,3659064,3737200,3705412,3744324,3663604,3673776,3720412
6624477,1420668,1229924,1245316,1218388,1226560,1198008,0,3773560,1259700,1279552,1234048,1231028,1222576,1233860,1221224,1227012
2755973,1399880,1191476,1274572,1227620,1229816,0,1198008,3717492,1260056,1224204,1219416,1191416,1225160,1170468,1253172,1228676
3032862,1368628,1240652,1200732,1280520,0,1229816,1226560,3708024,1254316,1239092,1237152,1212192,1247496,1226736,1224148,1272952
3135797,1371900,1231172,1242412,0,1280520,1227620,1218388,3734060,1190904,1194816,1232464,1189780,1197048,1211336,1224772,1204864
3118181,1397660,1226532,0,1242412,1200732,1274572,1245316,3715752,1239404,1222268,1307968,1270792,1270712,1213184,1282840,1221224
3123437,1405136,0,1226532,1231172,1240652,1191476,1229924,3745272,1214780,1207560,1250764,1214856,1265656,1228284,1221372,1193604
3163765,0,1405136,1397660,1371900,1368628,1399880,1420668,3828840,1380988,1347176,1401456,1531796,1379992,1344696,1311400,1383636
0,3163765,3123437,3118181,3135797,3032862,2755973,6624477,17868661,3192533,3373741,3123525,2587805,2734917,3308665,3179445,3308652

