                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   21414862 |    3748301 |    4018048 |    3990342 |    3606744 |    3928306 |    3902937 |    3698399 |    4373682 |    4300663 |    3762782 |    4379032
  Cycles                             |   58642400 |   58642400 |   58642400 |   58642400 |   14660600 |   14660600 |   14660600 |   14660600 |   58642400 |   58642400 |   58642400 |   58642400
  IPC                                |       0.37 |       0.06 |       0.07 |       0.07 |       0.25 |       0.27 |       0.27 |       0.25 |       0.07 |       0.07 |       0.06 |       0.07
  Time (ns)                          |   14660600 |   14660600 |   14660600 |   14660600 |   14660600 |   14660600 |   14660600 |   14660600 |   14660600 |   14660600 |   14660600 |   14660600
  Idle time (ns)                     |       1368 |   12628978 |   12629616 |   12630218 |   12599609 |   12600343 |   12600327 |   12600476 |   12630694 |   12630978 |   12631216 |   12631742
  Idle time (%)                      |       0.0% |      86.1% |      86.1% |      86.2% |      85.9% |      85.9% |      85.9% |      85.9% |      86.2% |      86.2% |      86.2% |      86.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2414571 |    1144750 |    1257871 |    1247063 |    1096292 |    1229398 |    1220860 |    1134454 |    1354588 |    1323876 |    1097830 |    1358506
  num incorrect                      |     159880 |      10857 |       6962 |       7233 |      11150 |       6654 |       6873 |      10090 |      10666 |      11858 |      18927 |      10441
  misprediction rate                 |      6.21% |      0.94% |      0.55% |      0.58% |      1.01% |      0.54% |      0.56% |      0.88% |      0.78% |      0.89% |      1.69% |      0.76%
  mpki                               |       7.47 |       2.90 |       1.73 |       1.81 |       3.09 |       1.69 |       1.76 |       2.73 |       2.44 |       2.76 |       5.03 |       2.38
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2524303 |      90766 |      67874 |      69222 |      93991 |      67690 |      67196 |      85414 |      90323 |      98001 |     152007 |      88698
    num misses                       |        171 |         27 |         27 |         27 |         27 |         29 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.01% |      0.03% |      0.04% |      0.04% |      0.03% |      0.04% |      0.04% |      0.03% |      0.03% |      0.03% |      0.02% |      0.03%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4998875 |     765960 |     792996 |     789861 |     745559 |     775812 |     773483 |     753874 |     870375 |     862841 |     805809 |     869379
    num misses                       |       2383 |        722 |        658 |        724 |        694 |        655 |        700 |        751 |        687 |        632 |        661 |        790
    miss rate                        |      0.05% |      0.09% |      0.08% |      0.09% |      0.09% |      0.08% |      0.09% |      0.10% |      0.08% |      0.07% |      0.08% |      0.09%
    mpki                             |       0.11 |       0.19 |       0.16 |       0.18 |       0.19 |       0.17 |       0.18 |       0.20 |       0.16 |       0.15 |       0.18 |       0.18
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2554 |        749 |        685 |        751 |        721 |        684 |        727 |        778 |        714 |        659 |        688 |        817
    num misses                       |        685 |        188 |        190 |        191 |        179 |        171 |        174 |        172 |        173 |        170 |        165 |        173
    miss rate                        |     26.82% |     25.10% |     27.74% |     25.43% |     24.83% |     25.00% |     23.93% |     22.11% |     24.23% |     25.80% |     23.98% |     21.18%
    mpki                             |       0.03 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2524303 |      90766 |      67874 |      69222 |      93991 |      67690 |      67196 |      85414 |      90323 |      98001 |     152007 |      88698
    num cache misses                 |       2760 |        172 |        171 |        171 |        170 |        179 |        171 |        171 |        170 |        170 |        171 |        171
