                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   39984048 |   38728212 |   37581806 |   36304496 |   25238317 |   23954833 |   47152203 |   47416715 |   34916973 |   33946233 |   32656737 |   30374948 |   47524148 |   47517438 |   47507252 |   47509543
  Cycles                             |   22294330 |   22294330 |   22294330 |   22294330 |   16912940 |   16912940 |   16912940 |   16912940 |   22294330 |   22294330 |   22294330 |   22294330 |   16912940 |   16912940 |   16912940 |   16912940
  IPC                                |       1.79 |       1.74 |       1.69 |       1.63 |       1.49 |       1.42 |       2.79 |       2.80 |       1.57 |       1.52 |       1.46 |       1.36 |       2.81 |       2.81 |       2.81 |       2.81
  Time (ns)                          |    7687700 |    7687700 |    7687700 |    7687700 |    7687700 |    7687700 |    7687700 |    7687700 |    7687700 |    7687700 |    7687700 |    7687700 |    7687700 |    7687700 |    7687700 |    7687700
  Idle time (ns)                     |        389 |     421885 |     424131 |     424935 |     428676 |     429442 |     430178 |     430945 |     425672 |     426438 |     427174 |     427940 |     431680 |     432447 |     433183 |     433949
  Idle time (%)                      |       0.0% |       5.5% |       5.5% |       5.5% |       5.6% |       5.6% |       5.6% |       5.6% |       5.5% |       5.5% |       5.6% |       5.6% |       5.6% |       5.6% |       5.6% |       5.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    6041358 |    5870501 |    5525110 |    5149048 |    1919967 |    1533495 |   13338012 |   13413506 |    4738232 |    4443076 |    4065187 |    3396698 |   13518515 |   13516602 |   13513692 |   13514351
  num incorrect                      |      27028 |       8181 |       8604 |       8182 |       8231 |       7236 |       1338 |       1428 |       8196 |       8642 |       8185 |       8510 |       1262 |       1261 |       1261 |       1259
  misprediction rate                 |      0.45% |      0.14% |      0.16% |      0.16% |      0.43% |      0.47% |      0.01% |      0.01% |      0.17% |      0.19% |      0.20% |      0.25% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.68 |       0.21 |       0.23 |       0.23 |       0.33 |       0.30 |       0.03 |       0.03 |       0.23 |       0.25 |       0.25 |       0.28 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1982654 |    1806485 |    1806483 |    1806483 |    1806544 |    1805509 |      83719 |      83710 |    1806484 |    1806481 |    1806482 |    1830914 |      49276 |      49278 |      49278 |      49276
    num misses                       |        371 |         40 |         40 |         40 |         40 |         40 |         34 |         34 |         40 |         40 |         40 |         40 |         34 |         34 |         34 |         34
    miss rate                        |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.04% |      0.04% |      0.00% |      0.00% |      0.00% |      0.00% |      0.07% |      0.07% |      0.07% |      0.07%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   11500992 |   10907652 |   10796050 |   10648297 |    9269441 |    9149061 |    6939325 |    6977083 |   10493179 |   10406419 |   10252108 |    9986950 |    6897771 |    6896807 |    6895349 |    6895671
    num misses                       |       8899 |       2009 |       2314 |       2840 |       8595 |       2211 |         76 |         78 |       2073 |       1553 |       2126 |       2329 |         36 |         43 |         36 |         36
    miss rate                        |      0.08% |      0.02% |      0.02% |      0.03% |      0.09% |      0.02% |      0.00% |      0.00% |      0.02% |      0.01% |      0.02% |      0.02% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.22 |       0.05 |       0.06 |       0.08 |       0.34 |       0.09 |       0.00 |       0.00 |       0.06 |       0.05 |       0.07 |       0.08 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       9270 |       2049 |       2354 |       2880 |       8635 |       2251 |        110 |        112 |       2113 |       1593 |       2166 |       2369 |         70 |         77 |         70 |         70
    num misses                       |        741 |        153 |        154 |        156 |        156 |        153 |         83 |         82 |        150 |        147 |        149 |        153 |         70 |         70 |         70 |         70
    miss rate                        |      7.99% |      7.47% |      6.54% |      5.42% |      1.81% |      6.80% |     75.45% |     73.21% |      7.10% |      9.23% |      6.88% |      6.46% |    100.00% |     90.91% |    100.00% |    100.00%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.00 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1982654 |    1806485 |    1806483 |    1806483 |    1806544 |    1805509 |      83719 |      83710 |    1806484 |    1806481 |    1806482 |    1830914 |      49276 |      49278 |      49278 |      49276
    num cache misses                 |      49558 |      35404 |      35402 |      35402 |      35443 |      35389 |        256 |        255 |      35404 |      35401 |      35402 |      35402 |        197 |        198 |        198 |        197
    miss rate                        |      2.50% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      0.31% |      0.30% |      1.96% |      1.96% |      1.96% |      1.93% |      0.40% |      0.40% |      0.40% |      0.40%
    mpki                             |       1.24 |       0.91 |       0.94 |       0.98 |       1.40 |       1.48 |       0.01 |       0.01 |       1.01 |       1.04 |       1.08 |       1.17 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   11500992 |   10907652 |   10796050 |   10648297 |    9269441 |    9149061 |    6939325 |    6977083 |   10493179 |   10406419 |   10252108 |    9986950 |    6897771 |    6896807 |    6895349 |    6895671
    num cache misses                 |     118724 |      89590 |      90775 |      92134 |     105681 |      97580 |       9466 |       6149 |      92888 |      77107 |      92027 |      94146 |       1942 |       1949 |       1933 |       1929
    miss rate                        |      1.03% |      0.82% |      0.84% |      0.87% |      1.14% |      1.07% |      0.14% |      0.09% |      0.89% |      0.74% |      0.90% |      0.94% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       2.97 |       2.31 |       2.42 |       2.54 |       4.19 |       4.07 |       0.20 |       0.13 |       2.66 |       2.27 |       2.82 |       3.10 |       0.04 |       0.04 |       0.04 |       0.04
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     181499 |     139175 |     142957 |     148138 |     153634 |     145076 |      13620 |      10554 |     142469 |     128537 |     145629 |     152326 |       2321 |       2329 |       2313 |       2307
    num cache misses                 |      59384 |      57242 |      57822 |      58576 |      63149 |      55274 |       9615 |       2611 |      62565 |      45957 |      61158 |      63126 |       2140 |       2148 |       2131 |       2127
