                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  104318292 |  101825007 |  356966744 |  382109963 |    9856235 |    3051523 |  171313818 |   84054016 |  374728819 |  371242263 |    4514478 |          0 |   84305992 |   84730384 |  104826344 |   94167778
  Cycles                             |  418867880 |  418867880 |  418867880 |  418867880 |  317761840 |  317761840 |  317761840 |  317761840 |  418867880 |  418867880 |  418867880 |  418867880 |  317761840 |  317761840 |  317761840 |  317761840
  IPC                                |       0.25 |       0.24 |       0.85 |       0.91 |       0.03 |       0.01 |       0.54 |       0.26 |       0.89 |       0.89 |       0.01 |       0.00 |       0.27 |       0.27 |       0.33 |       0.30
  Time (ns)                          |  144437200 |  144437200 |  144437200 |  144437200 |  144437200 |  144437200 |  144437200 |  144437200 |  144437200 |  144437200 |  144437200 |  144437200 |  144437200 |  144437200 |  144437200 |  144437200
  Idle time (ns)                     |  128915186 |  129368686 |   19149824 |   15858517 |  140621293 |  133689539 |   44451435 |   95270703 |   18191104 |   19297296 |  142848839 |  144437200 |   95651597 |   94149716 |  126087427 |  127896526
  Idle time (%)                      |      89.3% |      89.6% |      13.3% |      11.0% |      97.4% |      92.6% |      30.8% |      66.0% |      12.6% |      13.4% |      98.9% |     100.0% |      66.2% |      65.2% |      87.3% |      88.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     149692 |     152091 |   39928193 |   42157909 |    1311559 |     152566 |    8621361 |    4223110 |   41902385 |   41115636 |     470688 |          0 |    4236018 |    4258185 |     148538 |     139535
  num incorrect                      |       3646 |       4104 |    4082643 |    3801703 |      17210 |       1751 |       7050 |       2671 |    3783134 |    3748981 |      17902 |          0 |       2724 |       2873 |       3576 |       3635
  misprediction rate                 |      2.38% |      2.63% |      9.28% |      8.27% |      1.30% |      1.13% |      0.08% |      0.06% |      8.28% |      8.36% |      3.66% |      0.00% |      0.06% |      0.07% |      2.35% |      2.54%
  mpki                               |       0.03 |       0.04 |      11.44 |       9.95 |       1.75 |       0.57 |       0.04 |       0.03 |      10.10 |      10.10 |       3.97 |       0.00 |       0.03 |       0.03 |       0.03 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5962989 |    5829949 |   42616291 |   45420012 |    1716482 |     373280 |   17190702 |    8427525 |   44341151 |   44004021 |     621156 |          0 |    8453159 |    8496926 |    5989509 |    5390274
    num misses                       |         40 |         42 |         52 |         50 |        126 |         39 |         35 |         35 |         44 |         44 |         39 |          0 |         35 |         35 |         42 |         42
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.01% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   23698605 |   23174483 |  178287565 |  195727501 |    4780218 |    2502915 |  115509209 |   56679743 |  191221144 |  189852010 |    2431668 |          0 |   56847058 |   57125266 |   23805044 |   21425596
    num misses                       |       2239 |       2303 |      21988 |      22679 |      14611 |       5330 |       1223 |        629 |      20496 |      23892 |       4789 |          0 |        639 |        645 |       2177 |       2311
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.31% |      0.21% |      0.00% |      0.00% |      0.01% |      0.01% |      0.20% |      0.00% |      0.00% |      0.00% |      0.01% |      0.01%
    mpki                             |       0.02 |       0.02 |       0.06 |       0.06 |       1.48 |       1.75 |       0.01 |       0.01 |       0.05 |       0.06 |       1.06 |       0.00 |       0.01 |       0.01 |       0.02 |       0.02
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2279 |       2345 |      22040 |      22729 |      14737 |       5369 |       1258 |        664 |      20540 |      23936 |       4828 |          0 |        674 |        680 |       2219 |       2353
    num misses                       |       1784 |       1816 |       1713 |       1929 |       6415 |       5344 |       1188 |        617 |       1871 |       1899 |       2271 |          0 |        619 |        626 |       1747 |       1683
    miss rate                        |     78.28% |     77.44% |      7.77% |      8.49% |     43.53% |     99.53% |     94.44% |     92.92% |      9.11% |      7.93% |     47.04% |      0.00% |     91.84% |     92.06% |     78.73% |     71.53%
