                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  204332054 |  205017188 |  203893281 |  204514233 |  205174596 |  205109835 |  205135052 |  204931810
  Cycles                             |   65721540 |   65721540 |   65721540 |   65721540 |   65721540 |   65721540 |   65721540 |   65721540
  IPC                                |       3.11 |       3.12 |       3.10 |       3.11 |       3.12 |       3.12 |       3.12 |       3.12
  Time (ns)                          |   22662600 |   22662600 |   22662600 |   22662600 |   22662600 |   22662600 |   22662600 |   22662600
  Idle time (ns)                     |        394 |     360269 |     362287 |     362870 |     363445 |     363998 |     364574 |     365127
  Idle time (%)                      |       0.0% |       1.6% |       1.6% |       1.6% |       1.6% |       1.6% |       1.6% |       1.6%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   11360965 |   11715329 |   11394182 |   11571619 |   11760300 |   11741932 |   11749158 |   11691059
  num incorrect                      |     261254 |     244027 |     244060 |     244046 |     244021 |     244017 |     244001 |     244011
  misprediction rate                 |      2.25% |      2.04% |      2.10% |      2.07% |      2.03% |      2.04% |      2.03% |      2.04%
  mpki                               |       1.28 |       1.19 |       1.20 |       1.19 |       1.19 |       1.19 |       1.19 |       1.19
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   17363341 |   17221976 |   17221975 |   17221971 |   17221978 |   17221876 |   17221871 |   17221883
    num misses                       |        330 |         28 |         28 |         28 |         28 |         28 |         28 |         28
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   65358567 |   65132705 |   64972141 |   65060827 |   65155184 |   65145602 |   65149187 |   65120208
    num misses                       |      48256 |      44419 |      45443 |      45692 |      45057 |      45588 |      44813 |      44264
    miss rate                        |      0.07% |      0.07% |      0.07% |      0.07% |      0.07% |      0.07% |      0.07% |      0.07%
    mpki                             |       0.24 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      48586 |      44447 |      45471 |      45720 |      45085 |      45616 |      44841 |      44292
    num misses                       |      12477 |      11397 |      11551 |      11312 |      11328 |      11321 |      11421 |      11320
    miss rate                        |     25.68% |     25.64% |     25.40% |     24.74% |     25.13% |     24.82% |     25.47% |     25.56%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   17363341 |   17221976 |   17221975 |   17221971 |   17221978 |   17221876 |   17221871 |   17221883
    num cache misses                 |      11615 |       2185 |       1935 |       2510 |       1899 |       1999 |       1822 |       2066
    miss rate                        |      0.07% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.06 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   65358567 |   65132705 |   64972141 |   65060827 |   65155184 |   65145602 |   65149187 |   65120208
    num cache misses                 |    6144810 |    6131953 |    6132349 |    6131658 |    6131874 |    6131733 |    6131472 |    6132084
    miss rate                        |      9.40% |      9.41% |      9.44% |      9.42% |      9.41% |      9.41% |      9.41% |      9.42%
    mpki                             |      30.07 |      29.91 |      30.08 |      29.98 |      29.89 |      29.89 |      29.89 |      29.92
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    6177761 |    6156700 |    6160088 |    6155437 |    6155195 |    6155131 |    6156529 |    6156714
    num cache misses                 |     625741 |     602937 |     597030 |     601624 |     597422 |     600231 |     594383 |     595646
    miss rate                        |     10.13% |      9.79% |      9.69% |      9.77% |      9.71% |      9.75% |      9.65% |      9.67%
    mpki                             |       3.06 |       2.94 |       2.93 |       2.94 |       2.91 |       2.93 |       2.90 |       2.91
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     749922 |     735134 |     727764 |     725453 |     725050 |     726486 |     718675 |     717386
    num cache misses                 |     238597 |     251168 |     248597 |     244989 |     239188 |     246329 |     246703 |     244268
    miss rate                        |     31.82% |     34.17% |     34.16% |     33.77% |     32.99% |     33.91% |     34.33% |     34.05%
    mpki                             |       1.17 |       1.23 |       1.22 |       1.20 |       1.17 |       1.20 |       1.20 |       1.19
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |     692894 |          0 |          0 |          0 |     692619 |          0 |          0 |          0
  average dram access latency (ns)   |   10798.45 |        inf |        inf |        inf |   10797.50 |        inf |        inf |        inf
  average dram queueing delay        |   10737.20 |       0.00 |       0.00 |       0.00 |   10736.25 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      3.00% |      0.00% |      0.00% |      0.00% |      3.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      37083 |      40690 |      42930 |      37712 |      36348 |      33865 |      32429 |      31893
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |     123901 |     123455 |     122342 |     118336 |     123932 |     123820 |     123887 |     123077
