                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   45122159 |    6495002 |    5422543 |    6238558 |    7124013 |    7018586
  Cycles                             |   33947600 |   33947600 |   33947600 |   33947600 |   33947600 |   33947600
  IPC                                |       1.33 |       0.19 |       0.16 |       0.18 |       0.21 |       0.21
  Time (ns)                          |    8486900 |    8486900 |    8486900 |    8486900 |    8486900 |    8486900
  Idle time (ns)                     |      53392 |    6937135 |    6895503 |    6894920 |    6938239 |    6964388
  Idle time (%)                      |       0.6% |      81.7% |      81.2% |      81.2% |      81.8% |      82.1%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    5030377 |    1791789 |    1311166 |    1648352 |    2005197 |    1986858
  num incorrect                      |     346064 |      36099 |      57159 |      45808 |      36122 |      33013
  misprediction rate                 |      6.44% |      1.97% |      4.18% |      2.70% |      1.77% |      1.63%
  mpki                               |       7.67 |       5.56 |      10.54 |       7.34 |       5.07 |       4.70
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    6881449 |     146863 |     166311 |     156179 |     146317 |     139337
    num misses                       |        173 |         26 |         28 |         26 |         26 |         26
    miss rate                        |      0.00% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   10434822 |    1615928 |    1531826 |    1616843 |    1720066 |    1686620
    num misses                       |      13750 |      11845 |      12007 |      11954 |      11923 |      11942
    miss rate                        |      0.13% |      0.73% |      0.78% |      0.74% |      0.69% |      0.71%
    mpki                             |       0.30 |       1.82 |       2.21 |       1.92 |       1.67 |       1.70
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |      13923 |      11871 |      12035 |      11980 |      11949 |      11968
    num misses                       |        904 |        344 |        336 |        344 |        338 |        314
    miss rate                        |      6.49% |      2.90% |      2.79% |      2.87% |      2.83% |      2.62%
    mpki                             |       0.02 |       0.05 |       0.06 |       0.06 |       0.05 |       0.04
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    6881449 |     146863 |     166311 |     156179 |     146317 |     139337
    num cache misses                 |       3180 |        179 |        186 |        180 |        175 |        174
    miss rate                        |      0.05% |      0.12% |      0.11% |      0.12% |      0.12% |      0.12%
    mpki                             |       0.07 |       0.03 |       0.03 |       0.03 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   10434822 |    1615928 |    1531826 |    1616843 |    1720066 |    1686620
    num cache misses                 |      99748 |      67555 |      68995 |      68165 |      67249 |      66920
    miss rate                        |      0.96% |      4.18% |      4.50% |      4.22% |      3.91% |      3.97%
    mpki                             |       2.21 |      10.40 |      12.72 |      10.93 |       9.44 |       9.53
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |     105352 |      68067 |      69649 |      68817 |      69733 |      69327
    num cache misses                 |      83468 |      59401 |      60117 |      60007 |      59130 |      59023
    miss rate                        |     79.23% |     87.27% |     86.31% |     87.20% |     84.79% |     85.14%
    mpki                             |       1.85 |       9.15 |      11.09 |       9.62 |       8.30 |       8.41
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      86212 |      59781 |      60648 |      60535 |      61475 |      61260
    num cache misses                 |      47387 |      24325 |      24765 |      24615 |      47610 |      47169
    miss rate                        |     54.97% |     40.69% |     40.83% |     40.66% |     77.45% |     77.00%
    mpki                             |       1.05 |       3.75 |       4.57 |       3.95 |       6.68 |       6.72
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      19759 |          0 |          0 |          0 |      19687 |          0
  average dram access latency (ns)   |      61.44 |        inf |        inf |        inf |      61.44 |        inf
  average dram queueing delay        |       0.19 |       0.00 |       0.00 |       0.00 |       0.19 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      10968 |        896 |        890 |        902 |        267 |        280
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       8783 |       8736 |       8679 |       8789 |       8757 |       8595
