                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   68240718 |   68717351 |   68334066 |   72205389 |   58077005 |   57387321 |          0 |          0 |   68561003 |   69442527 |   69176397 |   68850921 |   58565289 |   62101127 |          0 |          0
  Cycles                             |   33181220 |   33181220 |   33181220 |   33181220 |   25171960 |   25171960 |   25171960 |   25171960 |   33181220 |   33181220 |   33181220 |   33181220 |   25171960 |   25171960 |   25171960 |   25171960
  IPC                                |       2.06 |       2.07 |       2.06 |       2.18 |       2.31 |       2.28 |       0.00 |       0.00 |       2.07 |       2.09 |       2.08 |       2.07 |       2.33 |       2.47 |       0.00 |       0.00
  Time (ns)                          |   11441800 |   11441800 |   11441800 |   11441800 |   11441800 |   11441800 |   11441800 |   11441800 |   11441800 |   11441800 |   11441800 |   11441800 |   11441800 |   11441800 |   11441800 |   11441800
  Idle time (ns)                     |     324122 |     331359 |     322813 |     333407 |     327232 |        291 |   11441800 |   11441800 |     325192 |     330320 |     329265 |     328247 |     326211 |     332371 |   11441800 |   11441800
  Idle time (%)                      |       2.8% |       2.9% |       2.8% |       2.9% |       2.9% |       0.0% |     100.0% |     100.0% |       2.8% |       2.9% |       2.9% |       2.9% |       2.9% |       2.9% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4398779 |    4794487 |    4429661 |   23838139 |    1010796 |     482610 |          0 |          0 |    4505607 |    5036212 |    4947503 |    4839009 |    1173115 |   20470021 |          0 |          0
  num incorrect                      |       3757 |       3129 |       3764 |       1028 |       3784 |      11876 |          0 |          0 |       3693 |       3130 |       3129 |       3130 |       3867 |       1032 |          0 |          0
  misprediction rate                 |      0.09% |      0.07% |      0.08% |      0.00% |      0.37% |      2.40% |      0.00% |      0.00% |      0.08% |      0.06% |      0.06% |      0.06% |      0.33% |      0.01% |      0.00% |      0.00%
  mpki                               |       0.06 |       0.05 |       0.06 |       0.01 |       0.07 |       0.21 |       0.00 |       0.00 |       0.05 |       0.05 |       0.05 |       0.05 |       0.07 |       0.02 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
