                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   21687517 |    3906893 |    3966824 |    4209016 |    3860096 |    3937097 |    3356827 |    3483377
  Cycles                             |   21892000 |   21892000 |   21892000 |   21892000 |   16419000 |   16419000 |   16419000 |   16419000
  IPC                                |       0.99 |       0.18 |       0.18 |       0.19 |       0.24 |       0.24 |       0.20 |       0.21
  Time (ns)                          |    5473000 |    5473000 |    5473000 |    5473000 |    5473000 |    5473000 |    5473000 |    5473000
  Idle time (ns)                     |       1725 |    4508815 |    4509178 |    4509547 |    4499301 |    4499333 |    4499637 |    4499493
  Idle time (%)                      |       0.0% |      82.4% |      82.4% |      82.4% |      82.2% |      82.2% |      82.2% |      82.2%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    2473258 |    1152112 |    1180779 |    1279630 |    1142771 |    1176097 |     933400 |     986390
  num incorrect                      |     164851 |      15163 |      14147 |      10865 |      13936 |      13119 |      21356 |      19506
  misprediction rate                 |      6.25% |      1.30% |      1.18% |      0.84% |      1.20% |      1.10% |      2.24% |      1.94%
  mpki                               |       7.60 |       3.88 |       3.57 |       2.58 |       3.61 |       3.33 |       6.36 |       5.60
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2811266 |     131864 |     123368 |     104731 |     129210 |     117921 |     169522 |     161459
    num misses                       |        177 |         25 |         25 |         24 |         25 |         25 |         25 |         25
    miss rate                        |      0.01% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.01% |      0.02%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5094848 |     857568 |     863402 |     888334 |     846241 |     852355 |     795093 |     808842
    num misses                       |       2582 |        947 |        990 |        914 |       1003 |        980 |        953 |        954
    miss rate                        |      0.05% |      0.11% |      0.11% |      0.10% |      0.12% |      0.11% |      0.12% |      0.12%
    mpki                             |       0.12 |       0.24 |       0.25 |       0.22 |       0.26 |       0.25 |       0.28 |       0.27
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2759 |        972 |       1015 |        938 |       1028 |       1005 |        978 |        979
    num misses                       |        710 |        188 |        184 |        184 |        181 |        177 |        173 |        178
    miss rate                        |     25.73% |     19.34% |     18.13% |     19.62% |     17.61% |     17.61% |     17.69% |     18.18%
    mpki                             |       0.03 |       0.05 |       0.05 |       0.04 |       0.05 |       0.04 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2811266 |     131864 |     123368 |     104731 |     129210 |     117921 |     169522 |     161459
    num cache misses                 |       2789 |        169 |        168 |        164 |        173 |        173 |        174 |        173
    miss rate                        |      0.10% |      0.13% |      0.14% |      0.16% |      0.13% |      0.15% |      0.10% |      0.11%
    mpki                             |       0.13 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5094848 |     857568 |     863402 |     888334 |     846241 |     852355 |     795093 |     808842
    num cache misses                 |      52746 |      26085 |      26080 |      25929 |      26120 |      25964 |      26182 |      26304
    miss rate                        |      1.04% |      3.04% |      3.02% |      2.92% |      3.09% |      3.05% |      3.29% |      3.25%
    mpki                             |       2.43 |       6.68 |       6.57 |       6.16 |       6.77 |       6.59 |       7.80 |       7.55
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      57561 |      26257 |      26253 |      26095 |      26294 |      26137 |      26357 |      26478
    num cache misses                 |      42729 |      23772 |      23782 |      23700 |      23825 |      23738 |      23915 |      23981
    miss rate                        |     74.23% |     90.54% |     90.59% |     90.82% |     90.61% |     90.82% |     90.73% |     90.57%
    mpki                             |       1.97 |       6.08 |       6.00 |       5.63 |       6.17 |       6.03 |       7.12 |       6.88
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      45161 |      23790 |      23804 |      23719 |      23839 |      23740 |      23918 |      23983
    num cache misses                 |      19827 |       1083 |       1032 |       1038 |       1031 |       1080 |       1142 |       1156
    miss rate                        |     43.90% |      4.55% |      4.34% |      4.38% |      4.32% |      4.55% |      4.77% |      4.82%
    mpki                             |       0.91 |       0.28 |       0.26 |       0.25 |       0.27 |       0.27 |       0.34 |       0.33
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      27292 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      62.05 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.80 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10653 |        550 |        519 |        548 |        509 |        566 |        579 |        575
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
