                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    4037603 |    3733529 |    3678515 |    3642338 |    3994898 |    3972363 |    3938260 |    3901979 |    3452228 |    3386594 |    3366958 |    3326690 |    3669087 |    3666121 |    3597895 |    3539875
  Cycles                             |    4379760 |    4379760 |    4379760 |    4379760 |    5773320 |    5773320 |    5773320 |    5773320 |    4379760 |    4379760 |    4379760 |    4379760 |    5773320 |    5773320 |    5773320 |    5773320
  IPC                                |       0.92 |       0.85 |       0.84 |       0.83 |       0.69 |       0.69 |       0.68 |       0.68 |       0.79 |       0.77 |       0.77 |       0.76 |       0.64 |       0.64 |       0.62 |       0.61
  Time (ns)                          |    1990800 |    1990800 |    1990800 |    1990800 |    1990800 |    1990800 |    1990800 |    1990800 |    1990800 |    1990800 |    1990800 |    1990800 |    1990800 |    1990800 |    1990800 |    1990800
  Idle time (ns)                     |        377 |     352984 |     356195 |     357946 |     359658 |     361393 |     363097 |     364830 |     366531 |     368255 |     369965 |     371728 |     373441 |     375172 |     376880 |     378611
  Idle time (%)                      |       0.0% |      17.7% |      17.9% |      18.0% |      18.1% |      18.2% |      18.2% |      18.3% |      18.4% |      18.5% |      18.6% |      18.7% |      18.8% |      18.8% |      18.9% |      19.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     455195 |     468837 |     457563 |     448660 |     551902 |     545770 |     539746 |     531982 |     411384 |     398232 |     392948 |     386748 |     480771 |     481140 |     466056 |     451360
  num incorrect                      |      11297 |        849 |        850 |        885 |       1036 |       1073 |       1002 |       1084 |        934 |       1013 |       1159 |       1060 |       2013 |       2014 |       2565 |       2487
  misprediction rate                 |      2.42% |      0.18% |      0.19% |      0.20% |      0.19% |      0.20% |      0.19% |      0.20% |      0.23% |      0.25% |      0.29% |      0.27% |      0.42% |      0.42% |      0.55% |      0.55%
  mpki                               |       2.80 |       0.23 |       0.23 |       0.24 |       0.26 |       0.27 |       0.25 |       0.28 |       0.27 |       0.30 |       0.34 |       0.32 |       0.55 |       0.55 |       0.71 |       0.70
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     401626 |     325425 |     313996 |     302817 |     292509 |     281524 |     269852 |     258971 |     247165 |     236310 |     225732 |     214302 |     205796 |     194836 |     184140 |     164937
    num misses                       |        133 |         21 |         23 |         23 |         21 |         21 |         21 |         21 |         21 |         21 |         23 |         21 |         21 |         23 |         23 |         23
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.03 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1662611 |    1381998 |    1361776 |    1352710 |    1394087 |    1392927 |    1376335 |    1365188 |    1273222 |    1248416 |    1241634 |    1220944 |    1279240 |    1274863 |    1252035 |    1244531
    num misses                       |       4969 |       3648 |       3903 |       3450 |       3779 |       3784 |       3539 |       3767 |       3293 |       3576 |       3781 |       3927 |       3470 |       3321 |       3518 |       3592
    miss rate                        |      0.30% |      0.26% |      0.29% |      0.26% |      0.27% |      0.27% |      0.26% |      0.28% |      0.26% |      0.29% |      0.30% |      0.32% |      0.27% |      0.26% |      0.28% |      0.29%
    mpki                             |       1.23 |       0.98 |       1.06 |       0.95 |       0.95 |       0.95 |       0.90 |       0.97 |       0.95 |       1.06 |       1.12 |       1.18 |       0.95 |       0.91 |       0.98 |       1.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
