                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  492859131 |  158835729 |  183997433 |   58174135 |  133665329 |  209162013 |          0 |          0 |   83339816 |  108503959 |  234338357 |  259496378 |  284659902 |  308023429 |          0 |          0
  Cycles                             |  748357760 |  748357760 |  748357760 |  748357760 |  567719680 |  567719680 |  567719680 |  567719680 |  748357760 |  748357760 |  748357760 |  748357760 |  567719680 |  567719680 |  567719680 |  567719680
  IPC                                |       0.66 |       0.21 |       0.25 |       0.08 |       0.24 |       0.37 |       0.00 |       0.00 |       0.11 |       0.14 |       0.31 |       0.35 |       0.50 |       0.54 |       0.00 |       0.00
  Time (ns)                          |  258054400 |  258054400 |  258054400 |  258054400 |  258054400 |  258054400 |  258054400 |  258054400 |  258054400 |  258054400 |  258054400 |  258054400 |  258054400 |  258054400 |  258054400 |  258054400
  Idle time (ns)                     |   73759466 |  212375865 |  205875250 |  239201488 |  215553790 |  196665552 |  258054400 |  258054400 |  232705514 |  226336894 |  194195365 |  187307578 |  177445466 |  171711841 |  258054400 |  258054400
  Idle time (%)                      |      28.6% |      82.3% |      79.8% |      92.7% |      83.5% |      76.2% |     100.0% |     100.0% |      90.2% |      87.7% |      75.3% |      72.6% |      68.8% |      66.5% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   76986589 |   20197436 |   23001727 |    9019263 |   17401904 |   25788224 |          0 |          0 |   11811972 |   14612794 |   28587326 |   31384377 |   34175934 |   36372417 |          0 |          0
  num incorrect                      |     567191 |     591641 |     583997 |     587157 |     589818 |     591122 |          0 |          0 |     589551 |     585380 |     592141 |     589441 |     592178 |     591372 |          0 |          0
  misprediction rate                 |      0.73% |      2.85% |      2.48% |      6.11% |      3.28% |      2.24% |      0.00% |      0.00% |      4.75% |      3.85% |      2.03% |      1.84% |      1.70% |      1.60% |      0.00% |      0.00%
