                                     | Core 0     | Core 1    
  Instructions                       |   18609979 |   18262344
  Cycles                             |   23456940 |   23456940
  IPC                                |       0.79 |       0.78
  Time (ns)                          |    8088600 |    8088600
  Idle time (ns)                     |        206 |     273825
  Idle time (%)                      |       0.0% |       3.4%
Branch predictor stats               |            |           
  num correct                        |    1472211 |    1440033
  num incorrect                      |      18620 |       9011
  misprediction rate                 |      1.25% |      0.62%
  mpki                               |       1.00 |       0.49
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1221852 |    1143515
    num misses                       |        131 |         23
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    6903651 |    6727085
    num misses                       |      28880 |      24210
    miss rate                        |      0.42% |      0.36%
    mpki                             |       1.55 |       1.33
  L2 TLB                             |            |           
    num accesses                     |      29011 |      24233
    num misses                       |        601 |        301
    miss rate                        |      2.07% |      1.24%
    mpki                             |       0.03 |       0.02
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1221852 |    1143515
    num cache misses                 |       1857 |        142
    miss rate                        |      0.15% |      0.01%
    mpki                             |       0.10 |       0.01
  Cache L1-D                         |            |           
    num cache accesses               |    6903651 |    6727085
    num cache misses                 |     215892 |     205258
    miss rate                        |      3.13% |      3.05%
    mpki                             |      11.60 |      11.24
  Cache L2                           |            |           
    num cache accesses               |     353220 |     338208
    num cache misses                 |     127714 |     118798
    miss rate                        |     36.16% |     35.13%
    mpki                             |       6.86 |       6.51
  Cache L3                           |            |           
    num cache accesses               |     273114 |     259950
    num cache misses                 |     127712 |     118798
    miss rate                        |     46.76% |     45.70%
    mpki                             |       6.86 |       6.51
DRAM summary                         |            |           
  num dram accesses                  |       9015 |       8951
  average dram access latency (ns)   |      61.81 |      61.54
  average dram queueing delay        |       0.56 |       0.29
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6552 |         29
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |      92350 |      90711
