                                     | Core 0     | Core 1    
  Instructions                       |  278875564 |  280232026
  Cycles                             |   92752730 |   92752730
  IPC                                |       3.01 |       3.02
  Time (ns)                          |   31983700 |   31983700
  Idle time (ns)                     |        205 |     244661
  Idle time (%)                      |       0.0% |       0.8%
Branch predictor stats               |            |           
  num correct                        |    1386479 |    2056324
  num incorrect                      |      16123 |       9993
  misprediction rate                 |      1.15% |      0.48%
  mpki                               |       0.06 |       0.04
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   26428266 |   26263256
    num misses                       |        233 |         38
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  128515015 |  128402173
    num misses                       |      12273 |      28581
    miss rate                        |      0.01% |      0.02%
    mpki                             |       0.04 |       0.10
  L2 TLB                             |            |           
    num accesses                     |      12506 |      28619
    num misses                       |        618 |        225
    miss rate                        |      4.94% |      0.79%
    mpki                             |       0.00 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   26428266 |   26263256
    num cache misses                 |      76254 |      56356
    miss rate                        |      0.29% |      0.21%
    mpki                             |       0.27 |       0.20
  Cache L1-D                         |            |           
    num cache accesses               |  128515015 |  128402173
    num cache misses                 |     768560 |     728035
    miss rate                        |      0.60% |      0.57%
    mpki                             |       2.76 |       2.60
  Cache L2                           |            |           
    num cache accesses               |     886022 |     822232
    num cache misses                 |      78222 |      70666
    miss rate                        |      8.83% |      8.59%
    mpki                             |       0.28 |       0.25
  Cache L3                           |            |           
    num cache accesses               |     142756 |     130699
    num cache misses                 |      78203 |      70666
    miss rate                        |     54.78% |     54.07%
    mpki                             |       0.28 |       0.25
DRAM summary                         |            |           
  num dram accesses                  |       8597 |       8563
  average dram access latency (ns)   |      61.46 |      61.45
  average dram queueing delay        |       0.21 |       0.20
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6792 |         11
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |      60139 |      63434
