                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   65802223 |   65518923 |   66679978 |   49757342 |   50154273 |   66893063 |   65838627 |   66088795 |   65614431 |   67001593 |   50966234 |   50393782
  Cycles                             |   81930800 |   81930800 |   81930800 |   61448100 |   61448100 |   81930800 |   81930800 |   81930800 |   81930800 |   81930800 |   61448100 |   61448100
  IPC                                |       0.80 |       0.80 |       0.81 |       0.81 |       0.82 |       0.82 |       0.80 |       0.81 |       0.80 |       0.82 |       0.83 |       0.82
  Time (ns)                          |   20482700 |   20482700 |   20482700 |   20482700 |   20482700 |   20482700 |   20482700 |   20482700 |   20482700 |   20482700 |   20482700 |   20482700
  Idle time (ns)                     |        339 |     207965 |     208528 |     208881 |     209215 |     209532 |     209864 |     210173 |     210479 |     210803 |     211107 |     211414
  Idle time (%)                      |       0.0% |       1.0% |       1.0% |       1.0% |       1.0% |       1.0% |       1.0% |       1.0% |       1.0% |       1.0% |       1.0% |       1.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    9333561 |    9335122 |    9718848 |    4377629 |    4514006 |    9830833 |    9471512 |    9573202 |    9421030 |    9878098 |    4821333 |    4647395
  num incorrect                      |       5409 |        484 |        515 |        655 |        660 |        555 |       1398 |       1516 |        443 |       1603 |       1542 |       1713
  misprediction rate                 |      0.06% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.00% |      0.02% |      0.03% |      0.04%
  mpki                               |       0.08 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.02 |       0.02 |       0.01 |       0.02 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    7076328 |    7015222 |    7030474 |    6542664 |    6547914 |    7017482 |    7064457 |    7055941 |    7072228 |    7085072 |    6623498 |    6638683
    num misses                       |        117 |         24 |         22 |         22 |         22 |         24 |         24 |         22 |         22 |         24 |         22 |         24
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   21452399 |   21245260 |   21442333 |   17863403 |   17916338 |   21389376 |   21242269 |   21242388 |   21161321 |   21386231 |   17984425 |   17877597
    num misses                       |     859643 |     856245 |     855986 |     856970 |     857362 |     857793 |     856289 |     857091 |     855824 |     856745 |     856224 |     855578
    miss rate                        |      4.01% |      4.03% |      3.99% |      4.80% |      4.79% |      4.01% |      4.03% |      4.03% |      4.04% |      4.01% |      4.76% |      4.79%
    mpki                             |      13.06 |      13.07 |      12.84 |      17.22 |      17.09 |      12.82 |      13.01 |      12.97 |      13.04 |      12.79 |      16.80 |      16.98
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
