                                     | Core 0     | Core 1    
  Instructions                       |     334337 |          0
  Cycles                             |     705200 |     705200
  IPC                                |       0.47 |       0.00
  Time (ns)                          |     176300 |     176300
  Idle time (ns)                     |        221 |     176300
  Idle time (%)                      |       0.1% |     100.0%
Branch predictor stats               |            |           
  num correct                        |      50563 |          0
  num incorrect                      |       3406 |          0
  misprediction rate                 |      6.31% |      0.00%
  mpki                               |      10.19 |       0.00
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |      40026 |          0
    num misses                       |         94 |          0
    miss rate                        |      0.23% |      0.00%
    mpki                             |       0.28 |       0.00
  D-TLB                              |            |           
    num accesses                     |     143035 |          0
    num misses                       |        482 |          0
    miss rate                        |      0.34% |      0.00%
    mpki                             |       1.44 |       0.00
  L2 TLB                             |            |           
    num accesses                     |        576 |          0
    num misses                       |        286 |          0
    miss rate                        |     49.65% |      0.00%
    mpki                             |       0.86 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |      40026 |          0
    num cache misses                 |       1174 |          0
    miss rate                        |      2.93% |       inf%
    mpki                             |       3.51 |        inf
  Cache L1-D                         |            |           
    num cache accesses               |     143035 |          0
    num cache misses                 |       9070 |          0
    miss rate                        |      6.34% |       inf%
    mpki                             |      27.13 |        inf
  Cache L2                           |            |           
    num cache accesses               |      12120 |          0
    num cache misses                 |       8553 |          0
    miss rate                        |     70.57% |       inf%
    mpki                             |      25.58 |        inf
  Cache L3                           |            |           
    num cache accesses               |      10435 |          0
    num cache misses                 |       8510 |          0
    miss rate                        |     81.55% |       inf%
    mpki                             |      25.45 |        inf
DRAM summary                         |            |           
  num dram accesses                  |       4280 |       4230
  average dram access latency (ns)   |      61.46 |      61.41
  average dram queueing delay        |       0.21 |       0.16
  average dram bandwidth utilization |      3.00% |      3.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6150 |          0
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
