                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   21971515 |    4747721 |    4489356 |    4576771 |    5562904 |    5036415
  Cycles                             |   15145400 |   15145400 |   15145400 |   15145400 |   15145400 |   15145400
  IPC                                |       1.45 |       0.31 |       0.30 |       0.30 |       0.37 |       0.33
  Time (ns)                          |   15145400 |   15145400 |   15145400 |   15145400 |   15145400 |   15145400
  Idle time (ns)                     |       1844 |   12227077 |   12227579 |   12228188 |   12227500 |   12228040
  Idle time (%)                      |       0.0% |      80.7% |      80.7% |      80.7% |      80.7% |      80.7%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    2500967 |    1421784 |    1313731 |    1349781 |    1643876 |    1429428
  num incorrect                      |     173012 |      13751 |      17629 |      16614 |      21831 |      29611
  misprediction rate                 |      6.47% |      0.96% |      1.32% |      1.22% |      1.31% |      2.03%
  mpki                               |       7.87 |       2.90 |       3.93 |       3.63 |       3.92 |       5.88
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    2873250 |     136131 |     159441 |     153391 |     191035 |     228381
    num misses                       |        175 |         26 |         26 |         26 |         29 |         26
    miss rate                        |      0.01% |      0.02% |      0.02% |      0.02% |      0.02% |      0.01%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    5222617 |    1036914 |    1012624 |    1021557 |    1212607 |    1156934
    num misses                       |       2643 |       1399 |       1408 |       1513 |       1353 |       1405
    miss rate                        |      0.05% |      0.13% |      0.14% |      0.15% |      0.11% |      0.12%
    mpki                             |       0.12 |       0.29 |       0.31 |       0.33 |       0.24 |       0.28
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       2818 |       1425 |       1434 |       1539 |       1382 |       1431
    num misses                       |        667 |        197 |        192 |        186 |        197 |        195
    miss rate                        |     23.67% |     13.82% |     13.39% |     12.09% |     14.25% |     13.63%
    mpki                             |       0.03 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    2873250 |     136131 |     159441 |     153391 |     191035 |     228381
    num cache misses                 |       3178 |        175 |        177 |        174 |        183 |        180
    miss rate                        |      0.11% |      0.13% |      0.11% |      0.11% |      0.10% |      0.08%
    mpki                             |       0.14 |       0.04 |       0.04 |       0.04 |       0.03 |       0.04
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    5222617 |    1036914 |    1012624 |    1021557 |    1212607 |    1156934
    num cache misses                 |      59751 |      32793 |      33031 |      32965 |      31781 |      31943
    miss rate                        |      1.14% |      3.16% |      3.26% |      3.23% |      2.62% |      2.76%
    mpki                             |       2.72 |       6.91 |       7.36 |       7.20 |       5.71 |       6.34
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      65266 |      33079 |      33337 |      33250 |      33272 |      33590
    num cache misses                 |      50929 |      29609 |      29713 |      29729 |      28339 |      28492
    miss rate                        |     78.03% |     89.51% |     89.13% |     89.41% |     85.17% |     84.82%
    mpki                             |       2.32 |       6.24 |       6.62 |       6.50 |       5.09 |       5.66
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      53535 |      29757 |      29864 |      29862 |      29652 |      29960
    num cache misses                 |      29412 |      10419 |      10369 |      10766 |      21085 |      21104
    miss rate                        |     54.94% |     35.01% |     34.72% |     36.05% |     71.11% |     70.44%
    mpki                             |       1.34 |       2.19 |       2.31 |       2.35 |       3.79 |       4.19
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      13544 |          0 |          0 |          0 |      13503 |          0
  average dram access latency (ns)   |      61.29 |        inf |        inf |        inf |      61.29 |        inf
  average dram queueing delay        |       0.04 |       0.00 |       0.00 |       0.00 |       0.04 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      10692 |        427 |        408 |        392 |        222 |        199
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3235 |       3162 |       3091 |       3191 |       4924 |       5094
