                                     | Core 0     | Core 1    
  Instructions                       |   12548944 |    3942619
  Cycles                             |   10835200 |   10835200
  IPC                                |       1.16 |       0.36
  Time (ns)                          |    2708800 |    2708800
  Idle time (ns)                     |       1587 |    1838547
  Idle time (%)                      |       0.1% |      67.9%
Branch predictor stats               |            |           
  num correct                        |    1529340 |    1009107
  num incorrect                      |     100134 |      32359
  misprediction rate                 |      6.15% |      3.11%
  mpki                               |       7.98 |       8.21
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1428132 |     285823
    num misses                       |        173 |         28
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    2951538 |    1062800
    num misses                       |       1383 |        238
    miss rate                        |      0.05% |      0.02%
    mpki                             |       0.11 |       0.06
  L2 TLB                             |            |           
    num accesses                     |       1556 |        266
    num misses                       |        581 |        158
    miss rate                        |     37.34% |     59.40%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1428132 |     285823
    num cache misses                 |       2659 |        196
    miss rate                        |      0.19% |      0.07%
    mpki                             |       0.21 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    2951538 |    1062800
    num cache misses                 |      58041 |      35176
    miss rate                        |      1.97% |      3.31%
    mpki                             |       4.63 |       8.92
  Cache L2                           |            |           
    num cache accesses               |      63406 |      36943
    num cache misses                 |      43955 |      28386
    miss rate                        |     69.32% |     76.84%
    mpki                             |       3.50 |       7.20
  Cache L3                           |            |           
    num cache accesses               |      46779 |      29987
    num cache misses                 |      43261 |      28386
    miss rate                        |     92.48% |     94.66%
    mpki                             |       3.45 |       7.20
DRAM summary                         |            |           
  num dram accesses                  |      10282 |      10245
  average dram access latency (ns)   |      61.39 |      61.38
  average dram queueing delay        |       0.14 |       0.13
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      10305 |         13
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |        640 |       2094
