                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   10974652 |    3032806 |    3084008 |    2848664 |    3269589 |    3093916 |    2655291 |    3134092 |    3132750 |    3064144 |    3268763 |    3237950
  Cycles                             |    8308500 |    8308500 |    8308500 |    8308500 |   11078000 |   11078000 |   11078000 |   11078000 |    8308500 |    8308500 |    8308500 |    8308500
  IPC                                |       1.32 |       0.37 |       0.37 |       0.34 |       0.30 |       0.28 |       0.24 |       0.28 |       0.38 |       0.37 |       0.39 |       0.39
  Time (ns)                          |    2769500 |    2769500 |    2769500 |    2769500 |    2769500 |    2769500 |    2769500 |    2769500 |    2769500 |    2769500 |    2769500 |    2769500
  Idle time (ns)                     |       1576 |    2241852 |    2242291 |    2242416 |    2252475 |    2252465 |    2252503 |    2252847 |    2242862 |    2242802 |    2243070 |    2243001
  Idle time (%)                      |       0.1% |      80.9% |      81.0% |      81.0% |      81.3% |      81.3% |      81.3% |      81.3% |      81.0% |      81.0% |      81.0% |      81.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1322835 |     961897 |     981622 |     884365 |    1053856 |     983419 |     801164 |     998922 |     992725 |     963107 |    1048819 |    1035887
  num incorrect                      |      74589 |       4803 |       4150 |       7494 |       2595 |       4592 |      10619 |       4166 |       5345 |       6357 |       3411 |       3764
  misprediction rate                 |      5.34% |      0.50% |      0.42% |      0.84% |      0.25% |      0.46% |      1.31% |      0.42% |      0.54% |      0.66% |      0.32% |      0.36%
  mpki                               |       6.80 |       1.58 |       1.35 |       2.63 |       0.79 |       1.48 |       4.00 |       1.33 |       1.71 |       2.07 |       1.04 |       1.16
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1622609 |      20080 |      20614 |      24251 |      17672 |      19909 |      28090 |      19170 |      20702 |      21822 |      18178 |      19234
    num misses                       |        174 |         26 |         26 |         26 |         26 |         28 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.13% |      0.13% |      0.11% |      0.15% |      0.14% |      0.09% |      0.14% |      0.13% |      0.12% |      0.14% |      0.14%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2667706 |     573481 |     580220 |     557219 |     602959 |     583047 |     540467 |     587270 |     592398 |     586072 |     606484 |     603313
    num misses                       |       1438 |        124 |        136 |        122 |        141 |        143 |        149 |        127 |        134 |        127 |        130 |        125
    miss rate                        |      0.05% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.13 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.06 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1612 |        150 |        162 |        148 |        167 |        171 |        175 |        153 |        160 |        153 |        156 |        151
    num misses                       |        587 |        124 |        131 |        123 |        140 |        133 |        138 |        135 |        135 |        134 |        134 |        134
    miss rate                        |     36.41% |     82.67% |     80.86% |     83.11% |     83.83% |     77.78% |     78.86% |     88.24% |     84.38% |     87.58% |     85.90% |     88.74%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1622609 |      20080 |      20614 |      24251 |      17672 |      19909 |      28090 |      19170 |      20702 |      21822 |      18178 |      19234
    num cache misses                 |       3156 |        175 |        174 |        175 |        174 |        182 |        175 |        173 |        173 |        173 |        173 |        174
    miss rate                        |      0.19% |      0.87% |      0.84% |      0.72% |      0.98% |      0.91% |      0.62% |      0.90% |      0.84% |      0.79% |      0.95% |      0.90%
    mpki                             |       0.29 |       0.06 |       0.06 |       0.06 |       0.05 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2667706 |     573481 |     580220 |     557219 |     602959 |     583047 |     540467 |     587270 |     592398 |     586072 |     606484 |     603313
    num cache misses                 |      34062 |       8924 |       8810 |       9191 |       8834 |       9031 |       9364 |       8905 |       8907 |       8963 |       8782 |       8763
    miss rate                        |      1.28% |      1.56% |      1.52% |      1.65% |      1.47% |      1.55% |      1.73% |      1.52% |      1.50% |      1.53% |      1.45% |      1.45%
    mpki                             |       3.10 |       2.94 |       2.86 |       3.23 |       2.70 |       2.92 |       3.53 |       2.84 |       2.84 |       2.93 |       2.69 |       2.71
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39438 |       9147 |       9018 |       9424 |       9031 |       9250 |       9622 |       9116 |       9401 |       9478 |       9230 |       9232
    num cache misses                 |      27287 |       8691 |       8607 |       8832 |       8600 |       8743 |       8917 |       8660 |       8630 |       8645 |       8536 |       8600
    miss rate                        |     69.19% |     95.01% |     95.44% |     93.72% |     95.23% |     94.52% |     92.67% |     95.00% |     91.80% |     91.21% |     92.48% |     93.15%
    mpki                             |       2.49 |       2.87 |       2.79 |       3.10 |       2.63 |       2.83 |       3.36 |       2.76 |       2.75 |       2.82 |       2.61 |       2.66
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      30035 |       8739 |       8641 |       8890 |       8623 |       8782 |       9001 |       8699 |       8951 |       8987 |       8811 |       8896
    num cache misses                 |      18687 |       3142 |       3200 |       3318 |       3237 |       3098 |       3308 |       3208 |       6136 |       6054 |       5985 |       5981
    miss rate                        |     62.22% |     35.95% |     37.03% |     37.32% |     37.54% |     35.28% |     36.75% |     36.88% |     68.55% |     67.36% |     67.93% |     67.23%
    mpki                             |       1.70 |       1.04 |       1.04 |       1.16 |       0.99 |       1.00 |       1.25 |       1.02 |       1.96 |       1.98 |       1.83 |       1.85
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      10277 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      10185 |          0 |          0 |          0
  average dram access latency (ns)   |      61.48 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      61.44 |        inf |        inf |        inf
  average dram queueing delay        |       0.23 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.19 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      10442 |        134 |        102 |        126 |        114 |        141 |        118 |        132 |         54 |         42 |         49 |         48
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1284 |       1230 |       1224 |       1239 |       1218 |       1156 |       1263 |       1232 |       1692 |       1610 |       1460 |       1580
