                                     | Core 0     | Core 1    
  Instructions                       |   24830007 |    5965427
  Cycles                             |   20650000 |   20650000
  IPC                                |       1.20 |       0.29
  Time (ns)                          |    5162500 |    5162500
  Idle time (ns)                     |       1356 |    3463648
  Idle time (%)                      |       0.0% |      67.1%
Branch predictor stats               |            |           
  num correct                        |    3119607 |    1359788
  num incorrect                      |     203133 |      66740
  misprediction rate                 |      6.11% |      4.68%
  mpki                               |       8.18 |      11.19
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    3167471 |     571513
    num misses                       |        175 |         28
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    6199644 |    1849897
    num misses                       |       4621 |       3185
    miss rate                        |      0.07% |      0.17%
    mpki                             |       0.19 |       0.53
  L2 TLB                             |            |           
    num accesses                     |       4796 |       3213
    num misses                       |        679 |        258
    miss rate                        |     14.16% |      8.03%
    mpki                             |       0.03 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    3167471 |     571513
    num cache misses                 |       2886 |        208
    miss rate                        |      0.09% |      0.04%
    mpki                             |       0.12 |       0.03
  Cache L1-D                         |            |           
    num cache accesses               |    6199644 |    1849897
    num cache misses                 |     100144 |      74846
    miss rate                        |      1.62% |      4.05%
    mpki                             |       4.03 |      12.55
  Cache L2                           |            |           
    num cache accesses               |     105047 |      75056
    num cache misses                 |      71700 |      56297
    miss rate                        |     68.26% |     75.01%
    mpki                             |       2.89 |       9.44
  Cache L3                           |            |           
    num cache accesses               |      73838 |      56346
    num cache misses                 |      20754 |       4032
    miss rate                        |     28.11% |      7.16%
    mpki                             |       0.84 |       0.68
DRAM summary                         |            |           
  num dram accesses                  |      24759 |          0
  average dram access latency (ns)   |      61.91 |        inf
  average dram queueing delay        |       0.66 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11778 |       1797
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
