                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   11243252 |    3091718 |    3381076 |    2831540 |    3016448 |    3306565
  Cycles                             |   31867600 |   31867600 |   31867600 |   31867600 |    7966900 |    7966900
  IPC                                |       0.35 |       0.10 |       0.11 |       0.09 |       0.38 |       0.42
  Time (ns)                          |    7966900 |    7966900 |    7966900 |    7966900 |    7966900 |    7966900
  Idle time (ns)                     |       1595 |    6024040 |    6024743 |    6025197 |    5995237 |    5995729
  Idle time (%)                      |       0.0% |      75.6% |      75.6% |      75.6% |      75.3% |      75.3%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    1370471 |     923470 |    1045989 |     817614 |     898815 |    1021645
  num incorrect                      |      79098 |      11300 |       7051 |      14741 |      11397 |       7065
  misprediction rate                 |      5.46% |      1.21% |      0.67% |      1.77% |      1.25% |      0.69%
  mpki                               |       7.04 |       3.65 |       2.09 |       5.21 |       3.78 |       2.14
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    1668811 |      89236 |      63368 |     107520 |      89600 |      63440
    num misses                       |        177 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.03% |      0.04% |      0.02% |      0.03% |      0.04%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    2770391 |     660447 |     687017 |     632165 |     646017 |     674271
    num misses                       |       2210 |        135 |        142 |        152 |        128 |        123
    miss rate                        |      0.08% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.20 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       2387 |        161 |        168 |        178 |        154 |        149
    num misses                       |        585 |        132 |        139 |        144 |        129 |        127
    miss rate                        |     24.51% |     81.99% |     82.74% |     80.90% |     83.77% |     85.23%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    1668811 |      89236 |      63368 |     107520 |      89600 |      63440
    num cache misses                 |       2747 |        173 |        174 |        174 |        174 |        172
    miss rate                        |      0.16% |      0.19% |      0.27% |      0.16% |      0.19% |      0.27%
    mpki                             |       0.24 |       0.06 |       0.05 |       0.06 |       0.06 |       0.05
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    2770391 |     660447 |     687017 |     632165 |     646017 |     674271
    num cache misses                 |      40805 |      16823 |      16683 |      17092 |      16830 |      16600
    miss rate                        |      1.47% |      2.55% |      2.43% |      2.70% |      2.61% |      2.46%
    mpki                             |       3.63 |       5.44 |       4.93 |       6.04 |       5.58 |       5.02
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      45728 |      16998 |      16859 |      17271 |      17004 |      16773
    num cache misses                 |      31973 |      15327 |      15335 |      15529 |      15356 |      15182
    miss rate                        |     69.92% |     90.17% |     90.96% |     89.91% |     90.31% |     90.51%
    mpki                             |       2.84 |       4.96 |       4.54 |       5.48 |       5.09 |       4.59
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      34419 |      15338 |      15346 |      15534 |      15356 |      15187
    num cache misses                 |      17248 |        740 |        724 |        846 |        807 |        714
    miss rate                        |     50.11% |      4.82% |      4.72% |      5.45% |      5.26% |      4.70%
    mpki                             |       1.53 |       0.24 |       0.21 |       0.30 |       0.27 |       0.22
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      21022 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.38 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.13 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      10567 |        316 |        363 |        408 |        409 |        367
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
