                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   41255841 |   39766987 |   38484117 |   35668411 |   29399973 |   28654359 |   26783803 |   25475202 |   26822157 |   26192399 |   55849331 |   56056504 |   48297703 |   48292634 |   48288358 |   48283673
  Cycles                             |   22647840 |   22647840 |   22647840 |   22647840 |   17181120 |   17181120 |   17181120 |   17181120 |   22647840 |   22647840 |   22647840 |   22647840 |   17181120 |   17181120 |   17181120 |   17181120
  IPC                                |       1.82 |       1.76 |       1.70 |       1.57 |       1.71 |       1.67 |       1.56 |       1.48 |       1.18 |       1.16 |       2.47 |       2.48 |       2.81 |       2.81 |       2.81 |       2.81
  Time (ns)                          |    7809600 |    7809600 |    7809600 |    7809600 |    7809600 |    7809600 |    7809600 |    7809600 |    7809600 |    7809600 |    7809600 |    7809600 |    7809600 |    7809600 |    7809600 |    7809600
  Idle time (ns)                     |        676 |     423316 |     425580 |     426391 |     427127 |     427893 |     428629 |     429396 |     430131 |     430898 |     431634 |     432400 |     433136 |     433902 |     434638 |     435405
  Idle time (%)                      |       0.0% |       5.4% |       5.4% |       5.5% |       5.5% |       5.5% |       5.5% |       5.5% |       5.5% |       5.5% |       5.5% |       5.5% |       5.5% |       5.6% |       5.6% |       5.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    6404829 |    6167421 |    5783646 |    4962773 |    3164106 |    2924382 |    2386226 |    1998232 |    2342034 |    2140933 |   15822952 |   15882043 |   13739532 |   13738093 |   13736861 |   13735519
  num incorrect                      |      26899 |       8214 |       8702 |       9170 |       8240 |       8900 |       8283 |       8173 |       9444 |       8459 |       1332 |       1430 |       1263 |       1257 |       1262 |       1270
  misprediction rate                 |      0.42% |      0.13% |      0.15% |      0.18% |      0.26% |      0.30% |      0.35% |      0.41% |      0.40% |      0.39% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.65 |       0.21 |       0.23 |       0.26 |       0.28 |       0.31 |       0.31 |       0.32 |       0.35 |       0.32 |       0.02 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1982666 |    1806481 |    1820088 |    1859478 |    1806538 |    1806507 |    1806552 |    1806506 |    1806439 |    1805447 |      83712 |      83710 |      49276 |      49276 |      49276 |      49280
    num misses                       |        368 |         40 |         40 |         40 |         40 |         40 |         40 |         40 |         40 |         40 |         34 |         34 |         34 |         34 |         34 |         34
    miss rate                        |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.04% |      0.04% |      0.07% |      0.07% |      0.07% |      0.07%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   11682667 |   11055570 |   10929257 |   10594341 |    9698327 |    9669632 |    9415601 |    9271385 |    9583070 |    9560299 |    8181747 |    8211352 |    7008275 |    7007541 |    7006944 |    7006263
    num misses                       |       9742 |       3341 |       2265 |       3158 |       2538 |       3056 |       2020 |       2387 |       4015 |       3656 |         60 |         51 |         35 |         35 |         46 |         35
    miss rate                        |      0.08% |      0.03% |      0.02% |      0.03% |      0.03% |      0.03% |      0.02% |      0.03% |      0.04% |      0.04% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.24 |       0.08 |       0.06 |       0.09 |       0.09 |       0.11 |       0.08 |       0.09 |       0.15 |       0.14 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      10110 |       3381 |       2305 |       3198 |       2578 |       3096 |       2060 |       2427 |       4055 |       3696 |         94 |         85 |         69 |         69 |         80 |         69
    num misses                       |        854 |        158 |        154 |        155 |        148 |        144 |        151 |        157 |        155 |        152 |         82 |         81 |         69 |         69 |         69 |         69
    miss rate                        |      8.45% |      4.67% |      6.68% |      4.85% |      5.74% |      4.65% |      7.33% |      6.47% |      3.82% |      4.11% |     87.23% |     95.29% |    100.00% |    100.00% |     86.25% |    100.00%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.00 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1982666 |    1806481 |    1820088 |    1859478 |    1806538 |    1806507 |    1806552 |    1806506 |    1806439 |    1805447 |      83712 |      83710 |      49276 |      49276 |      49276 |      49280
    num cache misses                 |      48852 |      35214 |      35215 |      35217 |      35258 |      35238 |      35250 |      35237 |      35218 |      35027 |        256 |        255 |        197 |        197 |        197 |        199
    miss rate                        |      2.46% |      1.95% |      1.93% |      1.89% |      1.95% |      1.95% |      1.95% |      1.95% |      1.95% |      1.94% |      0.31% |      0.30% |      0.40% |      0.40% |      0.40% |      0.40%
    mpki                             |       1.18 |       0.89 |       0.92 |       0.99 |       1.20 |       1.23 |       1.32 |       1.38 |       1.31 |       1.34 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   11682667 |   11055570 |   10929257 |   10594341 |    9698327 |    9669632 |    9415601 |    9271385 |    9583070 |    9560299 |    8181747 |    8211352 |    7008275 |    7007541 |    7006944 |    7006263
    num cache misses                 |     117940 |      89712 |      90495 |      90397 |     101320 |      92979 |     102427 |     104902 |      98448 |      89110 |       9745 |       2386 |       1936 |       1947 |       1946 |       1934
    miss rate                        |      1.01% |      0.81% |      0.83% |      0.85% |      1.04% |      0.96% |      1.09% |      1.13% |      1.03% |      0.93% |      0.12% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       2.86 |       2.26 |       2.35 |       2.53 |       3.45 |       3.24 |       3.82 |       4.12 |       3.67 |       3.40 |       0.17 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     181591 |     139866 |     140845 |     137652 |     146575 |     139671 |     148288 |     154931 |     153202 |     143311 |      13692 |       8225 |       2310 |       2327 |       2323 |       2314
    num cache misses                 |      57665 |      57084 |      56447 |      56428 |      57889 |      43547 |      58064 |      60026 |      67537 |      59116 |       9991 |       2630 |       2133 |       2145 |       2144 |       2135
    miss rate                        |     31.76% |     40.81% |     40.08% |     40.99% |     39.49% |     31.18% |     39.16% |     38.74% |     44.08% |     41.25% |     72.97% |     31.98% |     92.34% |     92.18% |     92.29% |     92.26%
    mpki                             |       1.40 |       1.44 |       1.47 |       1.58 |       1.97 |       1.52 |       2.17 |       2.36 |       2.52 |       2.26 |       0.18 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      82478 |      74989 |      74734 |      72289 |      72066 |      58523 |      73028 |      78769 |      89904 |      81087 |      13684 |       8216 |       2310 |       2327 |       2323 |       2314
    num cache misses                 |      25512 |      10763 |       6146 |       6325 |       6134 |       6201 |       6451 |      13255 |      54383 |      26558 |       1653 |       1591 |       1037 |       1010 |       1002 |        961
    miss rate                        |     30.93% |     14.35% |      8.22% |      8.75% |      8.51% |     10.60% |      8.83% |     16.83% |     60.49% |     32.75% |     12.08% |     19.36% |     44.89% |     43.40% |     43.13% |     41.53%
    mpki                             |       0.62 |       0.27 |       0.16 |       0.18 |       0.21 |       0.22 |       0.24 |       0.52 |       2.03 |       1.01 |       0.03 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      16051 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |       2355 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     181.54 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      79.97 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     120.29 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |      18.72 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       5262 |         43 |         44 |         45 |         43 |         43 |         43 |         41 |         15 |         34 |         33 |         24 |         17 |         23 |         15 |         19
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      13034 |       9773 |       5126 |       5135 |       5088 |       4921 |       5078 |      11542 |      50182 |      24986 |       1043 |       1021 |        858 |        855 |        828 |        813
