                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   44723006 |    5948044 |    5979726 |    4885244 |    5139316 |    5650966 |    5855782 |    5807872
  Cycles                             |  124562000 |  124562000 |  124562000 |  124562000 |   31140500 |   31140500 |   31140500 |   31140500
  IPC                                |       0.36 |       0.05 |       0.05 |       0.04 |       0.17 |       0.18 |       0.19 |       0.19
  Time (ns)                          |   31140500 |   31140500 |   31140500 |   31140500 |   31140500 |   31140500 |   31140500 |   31140500
  Idle time (ns)                     |      25000 |   26567131 |   26512185 |   26424942 |   26392917 |   26702580 |   26394411 |   26527525
  Idle time (%)                      |       0.1% |      85.3% |      85.1% |      84.9% |      84.8% |      85.7% |      84.8% |      85.2%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    4968838 |    1711333 |    1712722 |    1233602 |    1352562 |    1644923 |    1658035 |    1671329
  num incorrect                      |     339837 |      25747 |      27330 |      45824 |      40282 |      20023 |      29523 |      24916
  misprediction rate                 |      6.40% |      1.48% |      1.57% |      3.58% |      2.89% |      1.20% |      1.75% |      1.47%
  mpki                               |       7.60 |       4.33 |       4.57 |       9.38 |       7.84 |       3.54 |       5.04 |       4.29
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    6967962 |     221733 |     230576 |     345465 |     313087 |     190931 |     247947 |     218905
    num misses                       |        173 |         26 |         28 |         26 |         27 |         26 |         26 |         26
    miss rate                        |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10253003 |    1385452 |    1397338 |    1299903 |    1317551 |    1307741 |    1387738 |    1354677
    num misses                       |      10470 |       8961 |       9090 |       9042 |       9063 |       9075 |       9115 |       9008
    miss rate                        |      0.10% |      0.65% |      0.65% |      0.70% |      0.69% |      0.69% |      0.66% |      0.66%
    mpki                             |       0.23 |       1.51 |       1.52 |       1.85 |       1.76 |       1.61 |       1.56 |       1.55
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      10643 |       8987 |       9118 |       9068 |       9090 |       9101 |       9141 |       9034
    num misses                       |        875 |        320 |        315 |        327 |        303 |        297 |        294 |        289
    miss rate                        |      8.22% |      3.56% |      3.45% |      3.61% |      3.33% |      3.26% |      3.22% |      3.20%
    mpki                             |       0.02 |       0.05 |       0.05 |       0.07 |       0.06 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    6967962 |     221733 |     230576 |     345465 |     313087 |     190931 |     247947 |     218905
    num cache misses                 |       2960 |        174 |        180 |        175 |        222 |        216 |        210 |        208
    miss rate                        |      0.04% |      0.08% |      0.08% |      0.05% |      0.07% |      0.11% |      0.08% |      0.10%
    mpki                             |       0.07 |       0.03 |       0.03 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10253003 |    1385452 |    1397338 |    1299903 |    1317551 |    1307741 |    1387738 |    1354677
    num cache misses                 |      85263 |      52305 |      52389 |      53682 |      53076 |      51929 |      52594 |      52050
    miss rate                        |      0.83% |      3.78% |      3.75% |      4.13% |      4.03% |      3.97% |      3.79% |      3.84%
    mpki                             |       1.91 |       8.79 |       8.76 |      10.99 |      10.33 |       9.19 |       8.98 |       8.96
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      90337 |      52485 |      52573 |      53859 |      53299 |      52146 |      52804 |      52259
    num cache misses                 |      71356 |      46833 |      46862 |      47505 |      47487 |      46679 |      47118 |      46826
    miss rate                        |     78.99% |     89.23% |     89.14% |     88.20% |     89.10% |     89.52% |     89.23% |     89.60%
    mpki                             |       1.60 |       7.87 |       7.84 |       9.72 |       9.24 |       8.26 |       8.05 |       8.06
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      73894 |      46874 |      46895 |      47540 |      47520 |      46705 |      47133 |      46830
    num cache misses                 |      25218 |       2042 |       2005 |       2197 |       2237 |       1942 |       2089 |       2009
    miss rate                        |     34.13% |      4.36% |      4.28% |      4.62% |      4.71% |      4.16% |      4.43% |      4.29%
    mpki                             |       0.56 |       0.34 |       0.34 |       0.45 |       0.44 |       0.34 |       0.36 |       0.35
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      39653 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.39 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.14 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      11282 |       1071 |       1080 |       1103 |       1119 |       1090 |       1118 |       1101
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
