                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4     | Core 5     | Core 6      | Core 7      | Core 8      | Core 9      | Core 10    | Core 11   
  Instructions                       |  1262185683 |  1266021612 |  1271160417 |  1275513531 |  700033690 |  712724334 |  1264119224 |  1267225302 |  1271167532 |  1275616524 |  732377127 |  743644338
  Cycles                             |  2810552000 |  2810552000 |  2810552000 |  2810552000 |  702638000 |  702638000 |  2810552000 |  2810552000 |  2810552000 |  2810552000 |  702638000 |  702638000
  IPC                                |        0.45 |        0.45 |        0.45 |        0.45 |       1.00 |       1.01 |        0.45 |        0.45 |        0.45 |        0.45 |       1.04 |       1.06
  Time (ns)                          |   702638000 |   702638000 |   702638000 |   702638000 |  702638000 |  702638000 |   702638000 |   702638000 |   702638000 |   702638000 |  702638000 |  702638000
  Idle time (ns)                     |    15028071 |    11505792 |    10807727 |    10875042 |    6880708 |    6593394 |     4242624 |     3816417 |     2018159 |     2545387 |     833552 |    1244392
  Idle time (%)                      |        2.1% |        1.6% |        1.5% |        1.5% |       1.0% |       0.9% |        0.6% |        0.5% |        0.3% |        0.4% |       0.1% |       0.2%
Branch predictor stats               |             |             |             |             |            |            |             |             |             |             |            |           
  num correct                        |   317473114 |   317458003 |   320555791 |   323409140 |  130065451 |  135314168 |   317055722 |   318839012 |   319482639 |   321955218 |  139837783 |  144624022
  num incorrect                      |      393345 |      416393 |      437475 |      447130 |     460288 |     461992 |      469908 |      463295 |      455858 |      447382 |     437892 |     417277
  misprediction rate                 |       0.12% |       0.13% |       0.14% |       0.14% |      0.35% |      0.34% |       0.15% |       0.15% |       0.14% |       0.14% |      0.31% |      0.29%
  mpki                               |        0.31 |        0.33 |        0.34 |        0.35 |       0.66 |       0.65 |        0.37 |        0.37 |        0.36 |        0.35 |       0.60 |       0.56
TLB Summary                          |             |             |             |             |            |            |             |             |             |             |            |           
  I-TLB                              |             |             |             |             |            |            |             |             |             |             |            |           
    num accesses                     |    38241973 |    39141334 |    38486228 |    37586688 |   38493913 |   38082019 |    39368799 |    38954791 |    39653439 |    38920691 |   39752061 |   39222216
    num misses                       |         229 |          27 |          27 |          27 |         27 |         27 |          27 |          27 |          27 |          27 |         27 |         27
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00
  D-TLB                              |             |             |             |             |            |            |             |             |             |             |            |           
    num accesses                     |   341582558 |   343675650 |   342697071 |   341623298 |  247571275 |  248377463 |   342805086 |   342352520 |   343797422 |   343341327 |  254070387 |  254642707
    num misses                       |      400391 |      233042 |      349782 |      274199 |     387068 |     345296 |      277460 |      246792 |      240473 |      349128 |     228937 |     238548
    miss rate                        |       0.12% |       0.07% |       0.10% |       0.08% |      0.16% |      0.14% |       0.08% |       0.07% |       0.07% |       0.10% |      0.09% |      0.09%
    mpki                             |        0.32 |        0.18 |        0.28 |        0.21 |       0.55 |       0.48 |        0.22 |        0.19 |        0.19 |        0.27 |       0.31 |       0.32
  L2 TLB                             |             |             |             |             |            |            |             |             |             |             |            |           
    num accesses                     |      400620 |      233069 |      349809 |      274226 |     387095 |     345323 |      277487 |      246819 |      240500 |      349155 |     228964 |     238575
    num misses                       |      129961 |      127181 |      128974 |      126334 |     125414 |     129780 |      132885 |      121873 |      131735 |      126976 |     124523 |     126926
    miss rate                        |      32.44% |      54.57% |      36.87% |      46.07% |     32.40% |     37.58% |      47.89% |      49.38% |      54.78% |      36.37% |     54.39% |     53.20%
    mpki                             |        0.10 |        0.10 |        0.10 |        0.10 |       0.18 |       0.18 |        0.11 |        0.10 |        0.10 |        0.10 |       0.17 |       0.17
Cache Summary                        |             |             |             |             |            |            |             |             |             |             |            |           
  Cache L1-I                         |             |             |             |             |            |            |             |             |             |             |            |           
    num cache accesses               |    38241973 |    39141334 |    38486228 |    37586688 |   38493913 |   38082019 |    39368799 |    38954791 |    39653439 |    38920691 |   39752061 |   39222216
    num cache misses                 |       30106 |       14138 |       13775 |       13926 |      22507 |      22888 |       13937 |       14159 |       14115 |       13854 |      21967 |      22484
    miss rate                        |       0.08% |       0.04% |       0.04% |       0.04% |      0.06% |      0.06% |       0.04% |       0.04% |       0.04% |       0.04% |      0.06% |      0.06%
