                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   23039922 |    5639551 |    5439830 |    4447730
  Cycles                             |   18415600 |   18415600 |   18415600 |   18415600
  IPC                                |       1.25 |       0.31 |       0.30 |       0.24
  Time (ns)                          |    4603900 |    4603900 |    4603900 |    4603900
  Idle time (ns)                     |       1374 |    3413073 |    3413428 |    3413369
  Idle time (%)                      |       0.0% |      74.1% |      74.1% |      74.1%
Branch predictor stats               |            |            |            |           
  num correct                        |    2781810 |    1618786 |    1537917 |    1125577
  num incorrect                      |     175010 |      24650 |      26619 |      40519
  misprediction rate                 |      5.92% |      1.50% |      1.70% |      3.47%
  mpki                               |       7.60 |       4.37 |       4.89 |       9.11
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    3448225 |     210493 |     228224 |     310124
    num misses                       |        172 |         26 |         26 |         28
    miss rate                        |      0.00% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |           
    num accesses                     |    5521740 |    1325806 |    1303380 |    1202794
    num misses                       |       2770 |       1521 |       1599 |       1477
    miss rate                        |      0.05% |      0.11% |      0.12% |      0.12%
    mpki                             |       0.12 |       0.27 |       0.29 |       0.33
  L2 TLB                             |            |            |            |           
    num accesses                     |       2942 |       1547 |       1625 |       1505
    num misses                       |        693 |        227 |        228 |        215
    miss rate                        |     23.56% |     14.67% |     14.03% |     14.29%
    mpki                             |       0.03 |       0.04 |       0.04 |       0.05
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    3448225 |     210493 |     228224 |     310124
    num cache misses                 |       2846 |        173 |        174 |        182
    miss rate                        |      0.08% |      0.08% |      0.08% |      0.06%
    mpki                             |       0.12 |       0.03 |       0.03 |       0.04
  Cache L1-D                         |            |            |            |           
    num cache accesses               |    5521740 |    1325806 |    1303380 |    1202794
    num cache misses                 |      72579 |      45992 |      46304 |      46641
    miss rate                        |      1.31% |      3.47% |      3.55% |      3.88%
    mpki                             |       3.15 |       8.16 |       8.51 |      10.49
  Cache L2                           |            |            |            |           
    num cache accesses               |      77578 |      46167 |      46485 |      46827
    num cache misses                 |      59136 |      40471 |      40785 |      41080
    miss rate                        |     76.23% |     87.66% |     87.74% |     87.73%
    mpki                             |       2.57 |       7.18 |       7.50 |       9.24
  Cache L3                           |            |            |            |           
    num cache accesses               |      61500 |      40493 |      40824 |      41089
    num cache misses                 |      20699 |       1935 |       2094 |       2208
    miss rate                        |     33.66% |      4.78% |      5.13% |      5.37%
    mpki                             |       0.90 |       0.34 |       0.38 |       0.50
DRAM summary                         |            |            |            |           
  num dram accesses                  |      26857 |          0 |          0 |          0
  average dram access latency (ns)   |      62.02 |        inf |        inf |        inf
  average dram queueing delay        |       0.76 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      11181 |        967 |       1067 |       1092
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
