                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  181934563 |  459387531 |  215970819 |       9737 |  132282355 |  851612551 |  163124538 |  414185708
  Cycles                             |  475305160 |  475305160 |  475305160 |  475305160 |  475305160 |  475305160 |  475305160 |  475305160
  IPC                                |       0.38 |       0.97 |       0.45 |       0.00 |       0.28 |       1.79 |       0.34 |       0.87
  Time (ns)                          |  216047800 |  216047800 |  216047800 |  216047800 |  216047800 |  216047800 |  216047800 |  216047800
  Idle time (ns)                     |  185462164 |  124046001 |  165942275 |  216043283 |  186304695 |   45502597 |  181042913 |  126562284
  Idle time (%)                      |      85.8% |      57.4% |      76.8% |     100.0% |      86.2% |      21.1% |      83.8% |      58.6%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    5146558 |   18049001 |    6938457 |        963 |    4945374 |   33012076 |    6357769 |   14377911
  num incorrect                      |      27597 |     596959 |     632725 |        100 |     275338 |    1306312 |     289772 |     870113
  misprediction rate                 |      0.53% |      3.20% |      8.36% |      9.41% |      5.27% |      3.81% |      4.36% |      5.71%
  mpki                               |       0.15 |       1.30 |       2.93 |      10.27 |       2.08 |       1.53 |       1.78 |       2.10
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   15883897 |   44880458 |   20807855 |        993 |   12469806 |   83990570 |   15761136 |   39108319
    num misses                       |        232 |        429 |         79 |         21 |        253 |        454 |        253 |        306
    miss rate                        |      0.00% |      0.00% |      0.00% |      2.11% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       2.16 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   64545869 |  159365517 |   75653937 |       9873 |   46390064 |  298312464 |   56742883 |  149143003
    num misses                       |      10769 |     239289 |      15538 |         30 |      38528 |     366334 |      72314 |     212707
    miss rate                        |      0.02% |      0.15% |      0.02% |      0.30% |      0.08% |      0.12% |      0.13% |      0.14%
    mpki                             |       0.06 |       0.52 |       0.07 |       3.08 |       0.29 |       0.43 |       0.44 |       0.51
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      11001 |     239718 |      15617 |         51 |      38781 |     366788 |      72567 |     213013
    num misses                       |       3735 |      18803 |        643 |         51 |       1455 |      87173 |       2454 |      54394
    miss rate                        |     33.95% |      7.84% |      4.12% |    100.00% |      3.75% |     23.77% |      3.38% |     25.54%
    mpki                             |       0.02 |       0.04 |       0.00 |       5.24 |       0.01 |       0.10 |       0.02 |       0.13
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   15883897 |   44880458 |   20807855 |        993 |   12469806 |   83990570 |   15761136 |   39108319
    num cache misses                 |     139846 |    1170739 |     507677 |         86 |     527645 |    1801876 |     560829 |    1163779
    miss rate                        |      0.88% |      2.61% |      2.44% |      8.66% |      4.23% |      2.15% |      3.56% |      2.98%
    mpki                             |       0.77 |       2.55 |       2.35 |       8.83 |       3.99 |       2.12 |       3.44 |       2.81
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   64545869 |  159365517 |   75653937 |       9873 |   46390064 |  298312464 |   56742883 |  149143003
    num cache misses                 |     272648 |    1183667 |      76021 |        588 |     157492 |    2238292 |     288541 |    1448172
    miss rate                        |      0.42% |      0.74% |      0.10% |      5.96% |      0.34% |      0.75% |      0.51% |      0.97%
    mpki                             |       1.50 |       2.58 |       0.35 |      60.39 |       1.19 |       2.63 |       1.77 |       3.50
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     413787 |    2354462 |     583769 |        724 |     685244 |    4040293 |     849451 |    2612220
    num cache misses                 |     232707 |     257996 |      32217 |        674 |      50576 |     569935 |      66213 |     372226
    miss rate                        |     56.24% |     10.96% |      5.52% |     93.09% |      7.38% |     14.11% |      7.79% |     14.25%
    mpki                             |       1.28 |       0.56 |       0.15 |      69.22 |       0.38 |       0.67 |       0.41 |       0.90
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     234073 |     258115 |      32300 |        724 |      50709 |     570092 |      66316 |     372514
    num cache misses                 |     127643 |      97887 |      25326 |         24 |      48763 |      99425 |      31225 |      34264
    miss rate                        |     54.53% |     37.92% |     78.41% |      3.31% |     96.16% |     17.44% |     47.09% |      9.20%
    mpki                             |       0.70 |       0.21 |       0.12 |       2.46 |       0.37 |       0.12 |       0.19 |       0.08
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |     182162 |          0 |          0 |          0 |     182082 |          0 |          0 |          0
  average dram access latency (ns)   |      61.28 |        inf |        inf |        inf |      61.28 |        inf |        inf |        inf
  average dram queueing delay        |       0.02 |       0.00 |       0.00 |       0.00 |       0.02 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      59132 |       2965 |        815 |          0 |        135 |       3242 |        405 |        953
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2510 |      47205 |         45 |         10 |      21463 |      48245 |       6815 |       9037
